"code","description"
00239,H/O - IHD+
00240,H/O ACCIDENT
00241,H/O ALLERGIC TO SULPHA
00242,H/O CABG
00243,H/O DEBRIDEMENT AND MULTIPLE ANTIBIOTICS
00244,H/O DVT & PULMONARY EMBOLISM
00245,H/O FEVER
00246,H/O HIGH CREATININE AND KIDNEY DYSFUNCTION
00247,H/O HIGH URIC ACID
00248,H/O HYPERACIDITY+
00249,H/O LONG TRAVELLING
00250,H/O RTA
00251,H/O SHOULDER DISLOCATION FOLLOWING CONVULSION
00252,HIP PAIN
00253,history of fall from bike
00254,HISTORY OF TRUMA
00255,Inability to bend knee
00256,INCONTINENCE OF URINE
00257,Knee instability
00258,KNEE SWELLNG
00259,LBP with referred radicular pain to both LL
00260,LBP WITH SPASM
00261,LBP with stifness
00262,LEFT GREAT TOE PAIN
00263,LEFT HEEL PAIN
00264,LEFT LOWER LIMB PAIN WITH PARESTHESIA
00265,limping gait
00266,NECK PAIN RADIATING TO LEFT SHOULDER
00267,NECK PAIN RADIATING TO RIGHT SHOULDER
00268,NO MAJOR ISSUES
00269,NO NEUROGENIC SYMPTOMS
00270,NO ORTHOPEDIC COMPLAINTS
00271,On Breast feeding
00272,osteoporosis
00273,PAIN +
00274,Pain Both Lower Limbs
00275,Pain in Both Hips
00276,PAIN INCREASED IN BENDING FORWARD
00277,PAIN INCREASED IN SITTING & STANDING POSITION.
00278,PAIN INCREASED IN SITTING POSITION
00279,PAIN INCREASED WHILE WALKING/ GETTING UP
00280,PAIN INCREASES WHEN CHANGE IN POSTURE & STANDING
00281,PAIN INCREASES WITH CHANGING POSTURE
00282,PAIN MORE SO AT NIGHT
00283,PATIENT IS ASSYMPTOMATIC
00284,POLYARTICULAR JOINT PAIN
00285,Post op review
00286,Recurrent shoulder dislocation
00287,REST PAIN
00288,restricted neck movements
00289,Retro-calcaneal pain
00290,slipped and fell
00291,Status Quo
00292,SWELLING / PAIN AROUND STERNO-CLAVICULAR JUNCTION
00293,Tennis Elbow
00294,Thumb pain
00295,TIBIA FIBULA FRACTURE
00296,TINGLING /NUMNESS OF LOWER LIMB
00297,TINGLING IN B/L HANDS
00298,TINGLING NUMBNESS IN BOTH UPPER LIMBS
00299,Tremor in Both Hand
00300,Twisting Injury
00301,Unable to walk
00302,Follow up
00303,Behavioural changes
00304,Blurring of vision
00305,Dementia
00306,Diplopia
00307,"Drowsiness, Disorientation, Delirium"
00308,Dysarthria
00309,Dysphagia
00310,Facial assymetry and weakness
00311,FAILED BACK SYNDROME
00313,Forgetfulness and Memory Changes
00314,Frontotemporal Headache
00315,GENERALISED SLOWNESS
00316,HEADACHE - TENSION TYPE
00317,HEADINJURY - FOLLOW UP
00318,Hearing loss
00319,Hemicranial Headache
00320,Hoarseness of Voice
00321,"Imbalance, swaying, dysequilibrium"
00322,Loss of consciousness
00323,Low back pain
00324,Muscle spasm
00325,MUSCULOSKELETAL TENSION TYPE HEADACHES
00327,Neck and Suboccipital Pain
00328,Neuralgic pain
00329,Neurogenic Claudication lower limbs
00330,Paraspinal and shoulder pain
00331,Paroxysmal Lancinating facial pain
00332,Proptosis
00333,Seizure
00334,Slowing of gait
00335,"Stiffness, Tightness, Spasticity"
00336,STROKE - FOLLOW UP
00337,Suboccipital headache
00338,"Tingling, Numbness, Paresthesia"
00339,Tinnitus
00340,Tremor
00341,Trigeminal Neuralgia
00342,Urinary Hesitancy
00343,Urinary Incontinence
00345,Vision loss/ impairement
00346,-sleep apnoea on and off
00347,appetite good
00348,"Appetite reduced ,  no vision disturbance , no vomiting , nausea  CBC - NAD  LFT - NAD"
00349,"AR, BA- uncontrolled RS extensive rhonchi, URT congested"
00350,"b/l diffuse chest pain off and on since 2-3 yrs, dyspnea exertional Grd I-II, RS clear"
00352,"Better, PFT- FVC=2.01- 76%, FEV1-1.94, RS clear"
00353,blood clots in cough since 7 days
00354,"BREAST LUMP- MOBILE, INCREASING IN SIZE. SCHEDULED FOR SURGERY."
00355,CBC -NORMAL SGOT-17 SGPT-6 S.BIL-1.56
00356,"CKD since 2017 , HD since 4 months  fever high grade since 6 months  2 spikes in a day  no cough  COVID negat10/4/20"
00357,cold Coryza cough
00358,"Completed 7 months AKT , on HRE ,  CBC, LFT - NORMAL  ESR 13"
00359,cough incresed since 15 days
00360,"Cough, occ vomiting, weakness"
00361,Difficulty walking.
00362,"Doing well, no fresh complaints"
00363,Eczema atopic
00364,"edema feet , mild cough , flatulence"
00365,episodic breathlessness since few years
00366,"f/u case of cough #, now cough reduced a/w occ chest pain, RS clear."
00367,Fever-7 days ago
00368,Gastritis symptoms
00369,"h/o generalised loss of interest in daily activities, dressing,job, food."
00370,"HTN, Hypothyroidism, ?RA ? Sjogrens- on HCQs, Minipress, ecosprin Zempred"
00371,increased salivary secretions persists
00372,"k/c/ MCTD diagnosed in feb 2019- SM+, SSA= SSb+, RNP+; severe pulmonary artery hypertension."
00373,marginal weight loss and loss of appetite
00374,mild cough with scanty expectoration whitish
00375,"Mild nausea after taking tablets ,otherwise well through the day   No other comlaints"
00376,"Mild nausea, no vomiting"
00377,mostly after taking inhalers
00378,Neck pain bilateral and heaviness
00379,no difficulty breathing
00380,"No fever, chest pain."
00381,No Respiratory complaints
00382,no vomiti
00383,"on HRE , since 19/2/20  no h/s/o ADR"
00384,oozing from left cervical LN on and off persists
00385,oxygen requirement reduced mobility improved
00386,"Patient better, no fresh complaints."
00387,PFT done in feb 2019- mild restriction+ airtrapping)
00388,"PNB- COPD, 2014- h/o MOTT- ABscessus- took Line, Clari, Amik- for 18 months in OD doses.-completed in 2016"
00389,"poor appetite , bitter taste in mouth, no fever , abdominal pain"
00390,Presently
00391,"previous h/o depression, taken medicines for the same."
00392,Recurrent cold coryza cough since 8 months
00393,Recurrent mouth apthae
00394,"recurrent uvieitis ?koch, RA, ACE NEg, MT neg. no RS complaints, no p/h/o TB TB contact, NON DM."
00395,Rhinitis
00396,scanty expectoration
00397,"Shortness of breath in the morning since 2 days, not subsiding with nebulisers. cough throat congestion"
00398,snoring- excessive
00399,sputum culture 17/3/20 - No growth
00400,swelling bilateral lower limb since
00401,swelling over face since
00402,generalised weakness
00403,weight loss since
00404,? breast lump
00405,? Rt FOOT CALLUS
00406,boil over left gluteal region
00407, Blood In Stool
00411,Acute Abdomen
00412,ACUTE BILIARY COLIC
00413,Acute Coronary Syndrome ACS
00414,Acute Febrile Illness AFI
00415,ACUTE GASTROENTERITIS
00416,Acute Gastroenteritis AGE
00417,Acute Renal Failure ARF
00418,Acute Respiratory Distress Syndrome ARDS
00419,AF (CHRONIC)
00420,Restlessness
00421,AKI
00422,Alcoholic liver disease
00423,allergic rhinitis
00424,ALLERGIC BRONCHITIS
00425,Rash since      s
00426,Altered level Of Consciousness
00427,Anaemia
00428,Anasarca
00429,Anemia for followup
00430,Aneurysm
00431,Ankle oedema
00432,Ankylosing spondylosis
00433,Aphasia
00435,Antepartum Haemorrhage
00436,Anxiety
00437,APD
00438,Aphthous Ulcers
00439,APML
00440,Apraxia
00441,Apthous ulcer
00442,Arthralgia
00443,AS
00444,ASD CLOSURE PLANNED
00445,ASD WITH PULMONARY HTN
00446,Aspiration Pneumonitis
00447,ASTHMA
00449,Asymtomatic
00450,Ataxia
00451,axillary pain
00452,B/L legs swelling +
00453,B/L upper and lower limb parathesia
00454,B12 DEFICIENCY
00455,Back Pain
00456,Balanitis
00457,Bell’s Facial Palsy
00458,Benign Positional Paroxysmal Vertigo BPPV
00459,Benign Prostatic Hypertrophy BPH
00460,bilateral lower limb swelling
00461,Bilateral TKR
00462,black discolouration of rt great toe
00463,Bleeding
00464,Bleeding gums
00465,Blister
00466,Bloating 
00467,Blurred Vision
00468,Bodyache
00469,boil over gluteal region
00470,Bradycardia
00471,Bradypnea 
00472,breastfeeding
00474,Bronchial Asthma BA
00475,Bronchitis
00476,Bruise
00477,burning in the eyes
00479,burning sensation
00480,burning sensation of skin
00481,BURNING SENSATION PALMS AND SOLES
00482,Burping 
00483,C/O POLYARTHRITIS  EARLY MORNING STIFFNESS
00484,c/o Post-Liver Transplant
00485,Cerebral palsy
00486,Cerebro Vascular Accident CVA
00487,Cervical spondylosis
00488,Charcot's foot- right
00489,chest
00490,chest heaviness
00492,chest pain decreased
00493,chest pain while walking
00494,Chills
00495,Chills & Shivering
00496,CHOKING SENSATION IN THROAT
00497,cholelithiasis
00498,Chorea
00499,CHRONIC AF
00500,Chronic anemia
00501,Chronic cough
00502,Chronic Obstructive Pulmonary Disease COPD
00503,Chronic Renal Failure CRF
00504,CKD
00505,Claudication
00506,Claustrophobia
00507,CLD
00508,clinically better
00509,Clubbing
00510,COLD
00511,COLD FEET
00512,Colitis
00513,complete heart block
00515,Constipation 
00516,Convulsion
00517,Corn
00518,Coronary Artery Disease CAD
00519,Cough
00520,COUGH WITH SECRETIONS
00521,Cramp 
00523,cyst over head
00524,Cystitis
00525,Dalrymple'S Sign 
00526,Deep Vein Thrombosis DVT
00527,Deformity
00528,Dengue fever
00529,dengue fever--10 days back
00530,Depression
00531,Detected raised cholestrol
00532,Diabetes DM
00533,DIABETES MELLITUS TYPE II
00534,DIABETIC FOOT
00535,Diagnosed case of ankspondylitis with bilateral sacroilitis and left hip arthritis
00536,Diaphoresis
00538,DISCHARGE FROM UMBILICAL
00539,Disseminated kochs
00540,diverticulosis
00541,Dizziness
00542,dm for cataract surgery
00543,DM with HT
00544,DOE CLASS 111
00545,Dog bite
00546,Double Vision
00547,Drug Overdose
00549,Dry Mouth
00550,Dryness of Eyes
00551,DRYNESS OF HANDS AND FEET
00552,Dryness of mouth
00553,Dysarthria 
00554,Dysdiadochokinesia
00555,Dysgraphia 
00556,Dyslexia Or Reading Disorder
00557,Dyslipidemia
00558,Dyspareunia
00559,Dysphagia 
00560,Dyspnea
00562,Dystonia 
00563,Dysuria
00564,ear pain left
00565,EARLY MORNING HYPOGLYCEMIA EPISODES
00566,Eating difficulty
00567,Edema 
00568,EMBOLECTOMY
00569,EMPHYSEMATOUS PYELONEPHRITIS PAST
00570,Enteric fever
00571,Episodes of Hypoglycemia
00572,Erythematous rash
00573,Euphoria 
00575,Exophthalmos 
00576,Extensive DVT
00577,External hordeleum
00578,EXTRAPULMONARY KOCHS
00579,EYE ITCHING
00580,facial swelling over face at night
00581,Fainting Or Syncope
00582,Fall post dizziness
00584,Fatty Liver
00585,Fecal Incontinence
00586,Feels good
00587,feet
00588,Feet pain
00590,FEVER HEADACHE
00591,fever of unknown origin
00592,FEVERISH
00593,Fissure in ano
00594,Fistula in ano
00595,Fitness for surgery
00596,Flatulence 
00597,Fluctuating glucose
00598,FLUCTUATING OF BP
00599,Foliculitis
00600,follow up after :
00601,Follow up after 15 days post Angioplasty
00602,Foot Drop
00603,Foot ulcer
00604,for cataract fitness. no comorbodities
00605,For Cataract operation
00606,FOR CATARACT SURGERY
00607,For Dental procedure
00608,for fitness and vaccination
00609,for follow up dengue
00610,for laparoscopic surgery
00611,For Ophthalmology procedure
00612,FOR P FITNESS
00613,FOR RAMADAN
00614,FOR VACCINATION
00615,FOR YELLOW FEVER VACCINATION
00616,fungal infection in B/L legs
00617,FUNGAL INFECTION IN NAIL
00618,FUNGAL INFECTION IN TOE NAIL
00619,fungal infection on buttocks
00620,FUNGAL INFECTION ON UROGENITAL AREA
00621,Gall Bladder Calculi
00622,Gaseous fullness
00623,GASES
00624,generalised itching
00625,Generalized Tonic Clonic Convulsion GTC
00627,Guillian Barre Syndrome GBS
00628,h/o crohns disease
00629,h/o fall
00630,H/O FALL  RT  LEG  INJURY
00631,h/o fall on head
00632,H/O FOOD POISONING 1WEEK AGO
00633,H/O fracture right elbow - restricted movement
00634,H/O PAINKILLER
00635,H/Oswine flu  recently
00636,Haematochezia
00637,Haemorrhoids
00638,Hair Loss
00639,HAIRFALL
00640,Hallucination 
00641,Hand Pain
00642,"HANDS, LEGS, SHOULDERS, BACK PAIN"
00643,hard stools
00644,HCV
00645,HCV related cirrhosis
00646,HEAD INJURY  trauma
00647,Headache
00648,headache ? migrain
00650,heaviness in chest
00651,HEAVINESS IN EYE.
00652,Heaviness of both hands
00654,Heavy bleeding and weakness TSH 9 hb 12.7
00655,Heel pain
00656,Hematemesis 
00657,Hemoptysis  Or Haemoptysis
00658,Hepatitis
00659,Herpes zoster
00660,hiccups
00661,High Blood Pressure BP
00662,High Cholesterol
00663,High Sugars
00664,Hirsutism 
00665,history of blunt trauma right scalp
00666,Hives 
00667,Homicidal Ideation
00668,hot flushes
00669,Hydronephrotic kidney
00670,HYPERACIDITY
00671,Hypercalcemia
00672,Hyperglycemia
00673,hyperpigmentation
00674,Hypersensitivity pneumonitis
00676,Hypertension HT
00677,Hyperthermia 
00679,hypertriglyceridemia
00680,hyperuricemia
00681,Hyperventilation 
00682,Hypocalcemia
00683,Hypokinesia 
00684,HYPONATREMIA
00685,Hypoproteinemia
00686,Hypothermia 
00688,Hypoventilation 
00689,ibs
00690,Imbalance
00691,Inbalance while walking
00692,incidentally detected leucocytosis
00693,Increase in Creatinine levels
00694,increase in frequency of bowel movements
00695,INCREASED HUNGER
00696,Increased hunger in evening
00697,Increased Motion frequency
00698,Increased sleep
00699,Increased thrist
00700,INCREASED URIC ACID
00701,Indigestion
00702,Indigestion Or Dyspepsia
00703,Infected THR
00704,Infection
00705,infection at back
00706,Infertility 
00707,Inflammatory swelling Left forehand
00708,Ingrowing toe nail
00710,INSULIN NEEDLES REUSED
00711,INSULIN NOT TAKEN SINCE 3 DAYS
00712,Interstitial Lung Disease ILD
00713,Intolerance to medication
00714,INVASIVE ASPERGILLOSIS
00715,Irregular medications
00716,irritating cough
00717,Irritation in Throat
00718,Ischaemic Heart Disease IHD
00719,Ischemic cardiomyopathy 35
00720,Itch 
00721,Itching
00722,Itching all over legs
00723,itching in the eyes
00724,itching over hands and legs
00725,itiching on neck
00727,JDF
00728,Joint pain
00729,Just underwent a dental procedure
00730,k/c/o ulcerative colitis since 2011
00731,K/C/O- ? MDR LN +PERICARDIAL TB) on akt since 2-8-
00732,keloid in d chest
00733,Knee joint pain
00734,Labour Pain
00735,left arm heaviness
00736,Left Bundle Branch Block LBBB
00737,left cheek pain
00738,left elbow painless discrete swelling noticed 2 weeks back
00739,left eye external hordeolum
00740,left heel injury
00741,Left Hemiparesis
00742,Left Hemiplegia
00743,left knee injury
00744,Left knee joint pain
00745,Left knee pain omn movement
00746,left leg knee pain
00747,Left leg pain
00748,left leg swelling and pain
00749,left loin pain radiating to lumbar region
00750,left lower abdominal pain sometines on lifting heavy weight
00751,left lower chest pain
00752,left side head pain
00753,left side lower neck pain
00754,LEFT SIDE WEAKNESS.
00755,left sided lower chest pain with swelling
00756,LEFT SIDED NECK PAIN
00757,LEFT SIDED UL LL LIMB PAIN AND HEAVINESS
00758,left upper abdominal pain
00759,Leg pain
00760,LEGS
00761,Lethargy
00762,Lhermitte'S Phenomenon
00763,"Linmited mobility, debility"
00764,Lipohypertrophy
00765,lips dryness
00766,Liver cirrhosis
00767,LOOSE MOTIONS
00768,Loss of sleep
00769,Low Back Ache LBA
00770,lower abdo pain
00771,lower abdominal pain
00772,lower abdominal pain left side
00773,Lower Back Pain
00774,Lower Limb Pain
00775,Lower Respiratory Infection LRI
00776,LRTI
00777,Lt foot redness
00778,lt great toe nail pain
00779,Lt Renal Cortical Cyst detected on 12/11/19
00780,Lumbar canal stenosis
00781,Lumbar spondylosis
00782,LUPUS
00783,Malaise
00784,Malaria
00785,Mania 
00786,Mayalgia
00787,MDR pulmonary kochs on treatment since 2016
00788,MDS
00789,MEDICAL FITNESS CERTIFICATE
00791,METASTATIC RCC
00792,Migraine
00793,mild cold coryza fever few days back
00794,"MILD COLD CORYZA SINCE YESTERDAY, MILD FEVERISH FE"
00795,mild cough
00796,mild cough on and off with scanty expectoratopn
00797,MILD DRY COUGH ON OND OFF
00798,MILD DYSPNOEA
00799,mild eruptios over face with occasional itching
00800,mild ozzing from LN wound
00801,Miscarriage
00802,Months Amennorhea :
00803,MORNING STIFFNESS
00804,MORNING STIFFNESS POLYARTHRALGIA
00805,MORNING STIFFNESS POLYARTHRALGIA MULTIPLE JOINTS I
00806,MR/AS
00807,Mucopurulent Discharge
00808,Multiple boils
00809,Multiple boils- Lower limbs
00810,Mumps
00811,Muscle cramps
00812,MUSCLE PAIN
00813,Muscle Weakness
00814,Myalgia
00815,Mydriasis 
00816,Myosis
00817,Nasal congestion
00819,Nausea 
00821,neck pain and tinnutus
00822,Neuropathy
00823,NO COMORBIDITIES CVS RS NAD LAB ECG WNL
00824,No Complaints
00825,No Complaints for follow up
00826,no cough or fever
00827,"No difficulty hearing, no tinitus, no tingling"
00828,"no numbness, no frightning dreams, sleep ok"
00829,No Reports
00830,Nocturia
00831,NOCTURNAL HYPOGLYCEMIA
00832,Nodule
00833,NON DM NON HTN
00834,non functional kidney left
00835,NON HEALING WOUND
00836,Non-Compliant ( Diet/Exercise )
00837,Nosebleed
00838,NOT ON ANY MEDICATIONS AT PRESENT
00840,Numbness and burning sensation in lower limb
00841,Numbness in toes
00842,numbness over left side of face
00843,Nystagmus 
00844,OA
00845,obesity
00846,Obstructive uropathy
00847,OCD
00848,Odynophagia 
00849,Off Breast-feeding
00850,Off medications
00851,OPERATED CA
00852,Oral Ulcer
00853,orthostatic hypotension
00854,OSA
00855,OSTEOARTHRITIS
00856,OVER THINKING
00857,P falciparum  malaria
00858,PACEMAKER INSERTION
00859,pail- whole body
00860,pain and swelling in right lower limb
00861,pain at the axiallary region
00862,Pain In Ankle Or Foot
00863,pain in arms
00864,PAIN IN EYE
00865,Pain in fingers
00866,pain in interscapular region
00867,pain in jaw on opening mouth
00868,Pain in Neck
00869,pain in perianal region
00870,PAIN IN RIGHT BELOW
00871,pain in right temporomandibular joint
00872,PAIN IN UPPER ABD  RETROSTERNAL PAIN SINCE 7 DAYS INSOMNIA
00873,Pain In Upper Arm Or Elbow
00874,Pain In Upper Leg Or Hip
00875,Pain In Upper Leg Or Knee
00877,Pain left foot
00878,pain on swallowing
00879,Painfu; defecation
00880,Painful gynecomastia
00881,painful micturition
00882,Painful vesicular lesions in right supramammary region
00883,Palpitations 
00884,Pancreatitis
00885,Paralysis 
00886,Paranoia 
00887,Paraplegia
00888,Paresthesia 
00889,Parkinson’s Disease
00890,Paronychia
00891,Past history kochs
00892,Patient Not Seen
00893,Pedal Edema
00894,Pelvic Pain
00895,PER RECTAL PAIN
00896,perianal itching
00897,Pericarditis
00898,PERICARIAL EFFUSSION
00899,perioral tingling
00900,Peripheral neuropathy
00901,Phobia 
00902,PILES
00903,Pilonidal Sinus
00904,plan for ear surgery (left)
00905,plan for left leg sx
00906,Plan for Superficial Parotidectomy
00907,plan for sx left leg
00908,plans for bilateral eye cataract surgery
00909,plans for laparoscopic cholecystectomy for GBcalculus
00910,Plans for left tympanoplasty
00911,Plans for retinal detachment in myopia right eye
00912,plantar fascitis
00913,Please admit under Dr Saraf
00914,Pleurisy
00915,Pleuritis
00916,PNB
00917,Pneumonia
00918,POLYDYPSIA
00919,POLYPHAGIA
00920,POLYURIA
00921,poor urinary stream
00922,positional vertigo
00923,POST CABG DAY 10
00924,Post Discharge Follow-up
00925,Post Sx
00926,Pregnancy :
00927,Pricking sensation of feet
00928,Proctalgia Fugax
00929,Prosopagnosia
00930,Prostatic symptoms
00931,pt not seen
00932,PUO
00933,PUO..LARGE VESSEL VASCULITIS
00934,RANDOM HGT : 223mg/dl
00935,Rash 
00936,RASHES OVER BODY
00937,"RASHES, BOILS, CUTS OVER UROGENITAL AREA"
00938,Reactive arthritis
00939,Recent AFI
00940,recent CCF
00941,Recently Detected DM
00942,Rectal Pain
00943,Recurrent abdominal pain
00944,recurrent boils on face followed by abdominal wall
00946,Recurrent UTI
00947,Red spots on both legs
00948,RED SPOTS ON HANDS AND LEGS
00949,RED SPOTS ON LEGS
00950,Redness
00951,redness at tip of tongue
00952,Redness of both feet
00953,Redness of eyes
00954,Refusing
00955,Refusing Insulin
00956,Renal Calculi
00957,Renal Ureteric Calculi
00959,restlessness palpitation
00960,Retro Positive on ART for Routine follow up
00961,Retropositive on ART
00962,retrosternal pain
00964,Rheumatoid Arthritis RA
00965,Right Bundle Branch Block RBBB
00966,RIGHT EAR PAIN
00967,right elbow painless swelling
00968,RIGHT EYE SWELLING.
00969,Right foot pain
00970,Right gluteal region boil
00971,right hand fracture
00972,"Right hemicranial headache, Migraine"
00973,Right Hemiparesis
00974,Right Hemiplegia
00975,Right Inguinal Hernia
00976,RIGHT INGUINAL REGION PAIN
00977,Right knee joint pain
00978,Right LL filariasis
00980,RIGHT NECK PAIN.
00981,right ring finger cyst
00982,right scapular region pain
00983,RIGHT SIDE CHEST PAIN.
00984,right sided chest pain
00985,right supraclavicular pricking pain
00986,Right T M joint pain and swelling
00987,Right upper abdominal pain since 4 months
00988,right upper limb swelling and pain on movement
00989,Ring worm infection
00990,Routine Check-up
00991,ROUTINE CHECKUP
00992,Rowells syndrome
00993,RT SHOULDER
00994,rt side chest pain
00995,RT. CERVICAL SWELLING
00996,RTA
00997,Running Nose
00998,Scar epilepsy
00999,Sciatica 
01000,SDH
01001,Seen in Casualty
01002,Self-Injury
01003,semisolid stools
01004,septic arthritis
01005,SEROPISITIVE
01006,SEROPOSITIVE
01007,severe neck pain
01008,shingles (herpes zoster infection)
01009,Shivering / Shaking
01010,Shortness Of Breath
01011,Shoulder Pain
01012,SIADH
01013,Sinusitis
01014,SKIN DISCOLORATION ON LEG
01015,skin dryness
01016,skin infection
01017,SKIN PEELS IN AND BETWEEN TOES
01018,SKIN PEELS IN TOES
01019,Skin rash
01020,SMALL PALPABLE NODULES PRESENT IN LEFT HAND
01021,Somnolence  Or Sleepiness Or Drowsiness
01022,SPOTS IN EYES
01023,Sputum 
01024,Staphylococcus aureus Carrier State SACS
01025,Status post AVR
01026,Steatorrhea 
01027,sticky stool
01028,Stiffness
01029,STIFFNESS IN CHEST
01030,stiffness in neck on left side
01031,stiffnessof muscles
01032,Stomachache
01033,Stress
