"code","description"
S000000081          ,Amplia DTMB2QQ Quad MRI CRT D with DF4 Lead
S000000082          ,Ampule Cutter
S000000083          ,Anatomical Mask Anesthesics 0
S000000084          ,Anatomical Mask Anesthesics 1
S000000085          ,Anatomical Mask Anesthesics 2
S000000086          ,Anatomical Mask Anesthesics 3
G000000003          ,2 Sider Tape 2
G000000004          ,7x4 Pharmacy Envelop
G000000005          ,A4 Colour Paper 80 GSM
G000000006          ,A4 Executive Bond 100 GSM
B000000001          ,Ambu Bag Adult Anesthetics
B000000002          ,Ambu Bag Adult Silicon
B000000016          ,Laryngoscope Blade 2
B000000017          ,Laryngoscope Blade 3
B000000018          ,Laryngoscope Blade Straight 3
B000000019          ,Laryngoscope Lamp
B000000020          ,Laryngoscope Lamp Led
B000000021          ,Laryngoscope Pedia
B000000022          ,Laryngoscope Screw
B000000023          ,LED Sensor For SpO2 Probe
B000000024          ,Multi Thermometer Digital
B000000031          ,Pulse Oximeter
B000000032          ,Suction Machine Portable Without Battery
B000000033          ,Thermometer Digital Flexitip
B000000034          ,Trimmer Big
B000000046          ,C Arm IITV Machine (Allengers)
B000000047          ,C Arm IITV Machine 
B000000048          ,Call Bell
B000000049          ,Cath Lab System
B000000050          ,Cautery Machine 300
B000000051          ,Cautery Machine 360+
B000000052          ,Cautery Machine E Lite
B000000053          ,Cautery Machine Force
B000000054          ,Cautery Machine Force Fx
B000000055          ,Cell Counter
B000000056          ,Central Monitor
B000000057          ,Centrifuge 12 Tube
B000000058          ,Centrifuge 6 Tube
B000000059          ,Centrifuge 8 Tube
B000000060          ,Coagulation Analyzer
B000000061          ,CPM Unit 
B000000062          ,CR System
B000000063          ,CT Scan 
B000000064          ,Ultrasonic Surgical Aspirator Sonoca 300 With Accessories (Cusa)
B000000065          ,Defibrillator D2
B000000066          ,Defibrillator D2 With Pacing
B000000067          ,Defibrillator D2 With Spo2 NIBP
B000000068          ,Dialysis Machine
B000000069          ,Dialysis Machine HDF
B000000070          ,Drill Manman 
B000000071          ,Drill Primado
B000000072          ,Drill Stryker
B000000073          ,ECG Machine R12
B000000074          ,ECG Machine R3
B000000075          ,ECG Stimulator
B000000076          ,Echo Machine 3 Probe
B000000077          ,Echo Portable
B000000078          ,EEG Machine
B000000079          ,Electric Suction
B000000080          ,EMG-NCV Machine
B000000081          ,Endoscopy Bronchoscope
B000000082          ,Endoscopy Colonoscope
B000000083          ,Endoscopy Gestroscope
B000000084          ,Endoscopy Monitor
B000000085          ,Endoscopy Video Processor 
B000000086          ,ESR Analyzer
B000000087          ,ETO
B000000088          ,Harmonic Scalper
B000000089          ,Heart Lung Machine 
B000000090          ,Hemodynamic Monitor
B000000091          ,Holter
B000000092          ,Hot Air Oven
B000000093          ,Humidifier
B000000094          ,IABP Machine
B000000095          ,IFT Unit
B000000096          ,Infusion Pump
B000000097          ,Injector Cathlab
B000000098          ,Injector Ct Scan
B000000099          ,Laparoscopy Camera 
B000000100          ,Laparoscopy Light Source
B000000110          ,Monitor UMEC 12 (2017)
B000000111          ,Monitor UMEC 12 (2019)
B000000112          ,Nerve Stimulator
B000000113          ,Ophthalmoscope
B000000114          ,Ophthalmoscope 
B000000115          ,Osirix With Apple PC
B000000116          ,OT Light 600
B000000117          ,OT Light 600 SD
B000000118          ,OT Light 600/600 DD
B000000119          ,OT Light 730/730 DD
B000000120          ,OT Light 760/730/730 TD
B000000121          ,OT Pendent
B000000122          ,OT Table
B000000123          ,OT Table Hybase
B000000124          ,OT Table Unibase
B000000125          ,Pacemaker Dual Channel
B000000126          ,Pacemaker Single Channel
B000000127          ,Patient Warming System CWS4000 BL
B000000128          ,PFT Machine
B000000129          ,Plaster Cutter
B000000142          ,Thermoflotor
B000000143          ,TMT
B000000144          ,Traction Unit
B000000145          ,Treadmill
B000000158          ,X Ray 
B000000159          ,X Ray Portable
B000000160          ,Repairing Material
B000000161          ,ABP Machine
B000000162          ,Mini Vidas 4700022 Biomerieux
B000000163          ,Oil Spray For Cleaning And Lubricant
B000000164          ,EVIS Extra II Duodeno Videoscope TJF-Q180V Olympus
B000000165          ,Adjustable Bedside Table 6800 Gita11
B01300000000000002B4,WA03310A Light Guide Cable 4.25x3 MM CF Type
B01300000000000002DE,CH 200 XZ EB HD 3Cmos Camera Head
B01300000000000002K2,OEV262H High Definition LCD Monitor
B01300000000000002VJ,Power Cord MAJ 2272
B01300000000000002W2,Power Coated Monitor Stand
B01300000000000002YE,OTV S200 Visera Elite II Video System
B02100000000000001X3,Test Material 5
C000000009          ,Biological Indicator Steam 1262 3M
C000000010          ,Biological Indicator stem 1
C000000011          ,Blanisol 1L
C000000012          ,Bowie Dick Strips Medovation
C000000013          ,Bowie Dick Test
C000000014          ,Comply Indicator STP 1243 A
C000000015          ,Drum SS 11x9 For ETO
C000000024          ,Needle H/C Round Body 9
C000000025          ,Needle H/C/T 11
C000000026          ,Needle H/C/T 14
C000000027          ,Needle H/C/T 9
C000000028          ,Needle HC Round Body 12
C000000029          ,Neodisher FA 5L
C000000030          ,Neodisher IP Spray 400 ML
C000000031          ,Neodisher IR 1L
C000000032          ,Neodisher LM2 1L
C000000033          ,Neodisher N 5L
C000000034          ,PCD BMS ETO Indicator Medovation
C000000035          ,PCD BMS Steam Indicator C-S-PM-SV1
C000000036          ,Steam Autoclave Tape
C000000037          ,Sterilisation Reel 100 MM
C000000038          ,Sterilisation Reel 150 MM
C000000039          ,Sterilisation Reel 200 MM
C000000040          ,Sterilisation Reel 250 MM
C000000041          ,Sterilisation Reel 300 MM
C000000042          ,Sterilisation Reel 350 MM
C000000043          ,Sterilisation Reel 400 MM
C000000044          ,Sterilisation Reel 75 MM
C000000045          ,Sterisure Paper Pouch 12.5x17.9 CM
C000000054          ,Neodisher Combiclean 1L
F000000001          ,Casserole 10 Ltr
G000000014          ,Admission Index
G000000015          ,Admission Register 15x20
G000000016          ,Admission Slip A/8
G000000017          ,Adverse Anaesthesia Event Chart
G000000018          ,Adverse Visit Chart
G000000019          ,AED Trainer XFT
G000000020          ,Airfresher Small
G000000021          ,Airfreshner Machine With Remote
G000000022          ,All Out Machine
G000000023          ,All Out Refill
G000000024          ,Alpha Bed/DVT Requistion Slip
G000000025          ,Altab Champion For Washing Powder
G000000026          ,Altab Rince For Cloth
G000000027          ,Ambulance Driver Check List
G000000028          ,Ambulance/Vehicle Booking Form  
G000000029          ,Anaesthesia Pre Operative Evalution  
G000000030          ,Anaesthesia Progress Note
G000000031          ,Anesthesia Note
G000000032          ,Angiogram Finding 70 GSM
G000000033          ,Antibiotic Order
G000000034          ,Appendix 2
G000000035          ,Apron Hanger Stand
G000000036          ,Arrow Sticker
G000000037          ,Attendance Missed Punch
G000000038          ,Attendance Muster
G000000039          ,Attendance Pass
G000000040          ,Bactorub Stand SS
G000000041          ,Basket Small Grace Aristo
G000000042          ,Beneficial Tips For Relief Acidity And Gastritis - English
G000000043          ,Beneficial Tips For Relief Acidity And Gastritis - Gujrati
G000000044          ,Big Wooden Pen Stand
G000000045          ,Billing Data Sheet
G000000046          ,Billing Data Sheet Supply
G000000047          ,Billing Discharge Checklist  
G000000048          ,Binder Clip 19 MM
G000000049          ,Binder Clip 25 MM
G000000050          ,Binder Clip 32 MM
G000000051          ,Bio Hazards Sticker PVC
G000000052          ,Bio Medical West Audit Tool
G000000053          ,Biohazard Sticker 12x12
G000000054          ,Biohazard Sticker 2x2
G000000055          ,Biohazard Sticker 5x5
G000000056          ,Biomedical Liner Label
G000000057          ,Biomedical Waste Audit Tool
G000000058          ,Biomedical West Sticker With PVC Lamination
G000000059          ,Black Hit
G000000060          ,Bleaching Powder
G000000061          ,Blood Pressure Diet Broucher
G000000062          ,Blood Transfusation And Adverse Effect
G000000063          ,Blood Transfusion Register
G000000064          ,BLS Provider DVD
G000000065          ,Board Duster
G000000066          ,Board Marker
G000000067          ,Box File
G000000068          ,Box File Half
G000000069          ,Box File Spring
G000000070          ,Braden Pressure Ulcer Risk Assesment Scale
G000000071          ,Britex Laundary Detergent
G000000072          ,Britex Rinse
G000000073          ,Brown Paper Bags Pharmacy
G000000074          ,Brown Paper Big 
G000000075          ,Brown Paper Small 
G000000076          ,Brush Phidhar
G000000077          ,Bucket
G000000078          ,Calculator Big Orpat
G000000079          ,Camlin Paste
G000000080          ,Candles
G000000081          ,Carbon Paper
G000000082          ,Card Holder 500
G000000083          ,Card Sheet Yellow For MRD
G000000084          ,Care Pathway  
G000000085          ,Carpet Brush
G000000086          ,Cash Memo Pharmacy OP 1+1
G000000087          ,Cash Purse Medium
G000000088          ,Cash Purse Small
G000000089          ,Cashless Consent Form - TPA
G000000090          ,Casulty Admission Register
G000000091          ,Catheter Associated Urinary Tract Infection Bundle
G000000092          ,CD 700MB Sony
G000000093          ,CD Envelope
G000000094          ,CD Pouch
G000000095          ,CD PVC Pouch
G000000096          ,CD Wallet
G000000097          ,CDD 5L
G000000098          ,Cell 9 V Alkline Duracell
G000000099          ,Cello Tape Dispensor
G000000100          ,Cello Tape Roll 1
G000000101          ,Cello Tape Roll 2
G000000102          ,Cello Tape Roll 3
G000000103          ,Certificate
G000000104          ,Chain File With Folder
G000000105          ,Check List Of OT Clearance Between Cases  
G000000106          ,Checklist Of OT Cleaning Between Cases Register
G000000107          ,Chest Stand
G000000108          ,Chex Duster
G000000109          ,Classification Of Surgeries  
G000000110          ,Classmate Colour Fun Kit
G000000111          ,Cleaner FRC 5L
G000000112          ,Cleaner TC 5L
G000000113          ,Clip Board Plastic
G000000114          ,Clip For Cloth
G000000115          ,Coin Cell
G000000116          ,Combination Board 2x3
G000000117          ,Combination Board 3x4
G000000118          ,Comod Chair IMP W Wheel
G000000119          ,Compensatory Off Slip
G000000120          ,Complain Book 1+1
G000000121          ,Concious Sedation Chart
G000000122          ,Conference File
G000000123          ,Conference Folder
G000000124          ,Connector For CPR
G000000125          ,Consultant Transfer Form
G000000126          ,Correction Pen
G000000127          ,Correction Tap Big
G000000128          ,CPR Event Reporting
G000000129          ,CPR Manikin Prestan Adult
G000000130          ,Critical Care Flow Chart
G000000131          ,Cross Reference Note
G000000132          ,Crox Shoes
G000000133          ,Crox Slipper
G000000134          ,CSSD Sending Register
G000000135          ,CT Scan Register
G000000136          ,Cytotoxic Sticker
G000000137          ,Daily Assesment Of Fall Risk
G000000138          ,Daily Attendance Register
G000000139          ,Daily Census Register
G000000140          ,Dama Consent
G000000141          ,Death Cirtificate 1+1
G000000142          ,Death Cross Audit
G000000143          ,Death Register For Emergency Department
G000000144          ,Death Report
G000000145          ,Department Of Infection Control Indicator Surgical
G000000146          ,Diabetic Chart
G000000147          ,Diabetic Diet Brocher
G000000148          ,Diary
G000000149          ,Diet For BP Patient Gujarati
G000000150          ,Diet For Diabetic Patient Double Side Gujrati
G000000151          ,Diet Form For Himoglobin
G000000152          ,Diet Form For Varfarin Astrom
G000000153          ,Diet Form For Vitamin B-12
G000000154          ,Diet Sticker
G000000155          ,Diet Sticker Floresent
G000000156          ,Diet Sticker Small
G000000157          ,Dietary Note
G000000158          ,Discharge Check List - Concerned Dept
G000000159          ,Discharge Register
G000000160          ,Disposablae Glass Cartoon
G000000161          ,Disposable Of Amputated Body Part
G000000162          ,Disposable Slipper
G000000163          ,Doctor Camp Pamphlet
G000000164          ,Doctor Progress Note
G000000165          ,Doctors Letter Pad
G000000166          ,Doorbell Cona
G000000167          ,Doormat
G000000168          ,Dranex
G000000169          ,Dressing Register
G000000170          ,Dry Mop Frame
G000000171          ,Dry Mop Refill Blue
G000000172          ,Dump Pad
G000000173          ,Duracell 9V 2In1
G000000174          ,Duracell AA
G000000175          ,Duracell AAA
G000000176          ,Dustbin Swing 40L
G000000177          ,Dustbin Swing 50L
G000000178          ,Dustbin Swing 60L
G000000179          ,Dustpan
G000000180          ,DVD 4.7GB Sony
G000000181          ,ECG Register
G000000182          ,ECHO Register
G000000183          ,EEG Procedure Consent
G000000184          ,EEG Register
G000000185          ,Emergency Room Assesment Form
G000000186          ,Emergency Room Nursing Assesment Form
G000000187          ,Endoscopy Register
G000000188          ,Entry Pass
G000000189          ,Envelope 11x5
G000000190          ,Envelope 9x4
G000000191          ,Envelope 9x4 PVC For Pathology
G000000192          ,Eraser
G000000193          ,Estimate Sheet
G000000194          ,Ethics Letter Pad
G000000195          ,ETO Sterilizer Log Register
G000000196          ,Evereaday Cell D 1050
G000000197          ,Expending File A5
G000000198          ,Expending Folder
G000000199          ,Extra Patient Diet Order
G000000200          ,F5 Plastic File
G000000201          ,Fevi Qwick
G000000202          ,File Code Round Sticker
G000000203          ,File Sepreter
G000000204          ,Filing Teg
G000000205          ,Floor Cleaner HSC 5L
G000000206          ,Floor Scraper
G000000207          ,Fly Killer Machine
G000000208          ,FM T4 5L
G000000209          ,Fogger Machine ULV Microgen
G000000210          ,Food For Hypertriglyceridemia And Cholesterol
G000000211          ,Food Pass
G000000212          ,Food Pass 26 PG
G000000213          ,Food Pass 32 PG
G000000214          ,Food Pass 62 PG
G000000215          ,Form F
G000000216          ,Form For Restrain
G000000217          ,Form For Return To ICU Within 48 Hours Of Transfer
G000000218          ,Full Scape Paper
G000000219          ,Garbage Bag 19x22 IN
G000000220          ,Garbage Bag 5x8 IN
G000000221          ,Garbage Bag Black 24x36 1KG
G000000222          ,Garbage Bag Blue 19x21 1KG
G000000223          ,Garbage Bag Blue 24x36 1KG
G000000224          ,Garbage Bag Box 19x22
G000000225          ,Garbage Bag Red 19x21 1KG
G000000226          ,Garbage Bag Red 24x36 1KG
G000000227          ,Garbage Bag Yellow 19x21 1KG
G000000228          ,Garbage Bag Yellow 24x36 1KG
G000000229          ,Gate Pass NRGP And RGP 1+1
G000000230          ,GC Plus 5L
G000000231          ,Gel Pen Green/Blue
G000000232          ,Gel Refil Black
G000000233          ,Gift Paper Plastic
G000000234          ,Glue Stick
G000000235          ,Good Night Combo Pack
G000000236          ,Good Night Refill
G000000237          ,Green Less
G000000238          ,Green Pen SS
G000000239          ,Gum Boot
G000000240          ,Hand Dryer Machine
G000000241          ,Hand Hygiene Chart For Handrub
G000000242          ,Hand Hygiene Monitoring Tool
G000000243          ,Hand Hygiene Observation Form
G000000244          ,Hand Wash Sani 5L
G000000245          ,Hard Broom
G000000246          ,Hardy Brush Plastic
G000000247          ,Hardy Brush Rubber
G000000248          ,Health Check Food Coupon
G000000249          ,Health Checkup Broucher
G000000250          ,Health Checkup File
G000000251          ,Health Checkup File For Camp
G000000252          ,Health Checkup Summary
G000000253          ,Height Machine Status Mesur
S000002124          ,Guiding Catheter 6F IMA Medtronic
S000002125          ,Guiding Catheter 6F JL 3.0 Medtronic
S000002126          ,Guiding Catheter 6F JL 3.5 Medtronic
S000002127          ,Guiding Catheter 6F JL 3.5 SH Medtronic
S000002128          ,Guiding Catheter 6F JL 4.0 Medtronic
S000002129          ,Guiding Catheter 6F JR 3.0 Boston
S000002130          ,Guiding Catheter 6F JR 3.0 Medtronic
S000002131          ,Guiding Catheter 6F JR 3.5 Medtronic
S000002154          ,Guiding Catheter 7F JL 3.5 Medtronic
S000002155          ,Guiding Catheter 7F JL 4.0 Medtronic
S000002156          ,Guiding Catheter 7F JR 3.0 Medtronic
S000002157          ,Guiding Catheter 7F JR 3.5 Medtronic
S000002158          ,Guiding Catheter 7F JR 3.5 SH Cordis
S000002159          ,Guiding Catheter 7F JR 3.5 Terumo
S000002160          ,Guiding Catheter 7F JR 4.0 Cordis
S000002161          ,Guiding Catheter 7F JR 4.0 Medtronic
S000002694          ,Micro Catheter Corsair 135 CM Asahi
S000002695          ,Micro Catheter Crusade Twin Lumen Asahi
S000002696          ,Micro Catheter Echelon 10 EV3
S000002697          ,Micro Catheter Excelsior SL-10 Stryker
S000002698          ,Micro Catheter Headway-156 Mc162156S Duo Microvention
S000002699          ,Micro Catheter Headway-17 Mc17215045x Microvention
S000002700          ,Micro Catheter Headway-27 Microvention
S000002701          ,Micro Catheter Marathon
S000003785          ,Titanium Locking Cancellous Screw 75/80 3.5 MM
S000003786          ,Titanium Locking Screw 2.7 MM
S000003787          ,Titanium Locking Screw 3.5 MM
S000003788          ,Titanium Locking Screw 4.9 MM
S000003789          ,Titanium Locking Screw 5.0 MM
S000003790          ,Titanium Mini Bone Plate Orbita 1.5MMx6 H
S000003791          ,Titanium Mini Plate 1.5 MM 10 H Continue
S000003792          ,Titanium Mini Plate 1.5 MM 2 H With Gape
G000000254          ,Hilighter
G000000255          ,Histopathology/Cytopathology Requistion Form
G000000256          ,Hit Big
G000000257          ,HK Kit B/P 1
G000000258          ,Hole Gaurd Page
G000000259          ,Home Care Service Pemplet
G000000260          ,Hospital Broucher
G000000261          ,Hospital Letter Pad 100 GSM
G000000262          ,Hospital Letter Pad 80 GSM
G000000263          ,Hospital Letter Pad 80 GSM (Unicare)
G000000264          ,Hospital Letter Pad 80 GSM For Pathology
G000000265          ,Hospital Letter Pad Maruti Diagnosis
G000000266          ,Hospital Profile Book 20 PG
G000000267          ,Hostel Application Form
G000000268          ,How To Hand Wash And Rub Poster
G000000269          ,IABP Chart
G000000270          ,ICU Admission Criteria
G000000271          ,ICU Chart
G000000272          ,ICU Cubic Handover Checklist
G000000273          ,ICU Daily Goal Sheet
G000000274          ,ICU-CCU
G000000275          ,ID Cards For Employee With Multi Colour Printing And Photograph
G000000276          ,ID Cards Holders Proximity Type Nevy Blue Clolour
G000000277          ,Immediate Pre Operative Assesment
G000000278          ,Implant Requistion
G000000279          ,Incident Report
G000000280          ,Industrial Gloves
G000000281          ,Infection Control Register
G000000282          ,Infection Control Work Sheet
G000000283          ,Infoemed Consent For Blood Component Transfusion
G000000284          ,Information Card
G000000285          ,Information Card Holder
G000000286          ,Information For Patient Do Or Dont
G000000287          ,Informed Consent For Ambulance Transfer Gujarati
G000000288          ,Informed Consent For Anaethesia
G000000289          ,Informed Consent For Cash Less Gujarati
G000000290          ,Informed Consent For Changes Of Pt Condition Or Med Side Effect
G000000299          ,Informed Consent For Hemodialysis
G000000300          ,Informed Consent For High Risk
G000000301          ,Informed Consent For HIV
G000000302          ,Informed Consent For Intravenous Thrombolysis
G000000303          ,Informed Consent For Modification Of Treatment Plan
G000000304          ,Informed Consent For Neuroinservation Procedure
G000000305          ,Informed Consent For Physiotheraphy
G000000314          ,Jumbo Basket
G000000315          ,Kapola Brush
G000000316          ,Key Less
G000000317          ,Key Stand
G000000318          ,Key Stand 20 Key
G000000319          ,Key Stand 50 Key
G000000320          ,Knee Excerscise
G000000321          ,Lanyards Employee ID Cards With Hook
G000000322          ,Laryngoscope Blade Straight 4
G000000323          ,Laryngoscope Cell
G000000324          ,Lasa A4 Colour Print
G000000325          ,Lasa A4 Lamination
G000000326          ,Laundry Gate Pass Book 1+1+1
G000000327          ,Leave Application Form
G000000328          ,Lef Freshner 5L
G000000329          ,Leg Attaack 3 Fold Brocher Eng And Guj
G000000330          ,List Of Reports/Bills Handed Over To Patient
G000000331          ,Literature Holder 1
G000000332          ,Lock 25 MM
G000000333          ,Lock 32 MM
G000000334          ,Lock 65 MM
G000000335          ,Lock For Cupboard
G000000336          ,Magazine Stand 9 Floor
G000000337          ,Magnatic Board Duster
G000000338          ,Matal Box 7x4
G000000339          ,Matal Box 8x5
G000000340          ,Meal For Extra Duty
G000000341          ,Meal Tray
G000000342          ,Meal Tray With Lid
G000000343          ,Measure Tap
G000000344          ,Medical Certificate 1+1
G000000345          ,Medical Data Sheet
G000000346          ,Medical Emergency Team Chart
G000000347          ,Medical Instrument Trolley
G000000348          ,Medical Instrument Trolley Big Heavy
G000000349          ,Medical Laproscopy Trolly Deluxe
G000000350          ,Medical Legal Case
G000000351          ,Medical Linen Trolly
G000000352          ,Medical Oxygen 2 Wheel Trolly
G000000353          ,Medical Oxygen 6 Wheel Trolly B Type
G000000354          ,Medical Oxygen Jumbo Trolly 2 Wheel
G000000355          ,Medical Tag
G000000356          ,Medication Error Report Form
G000000357          ,Medicine Box Alcon
G000000358          ,Medico Legal Book 1+1+1
G000000359          ,Medimix Soap
G000000360          ,Microbiology Requistion Form For Culture And Sensitivity
G000000361          ,Milton Regal 1L Steel Thermos
G000000362          ,Milton Water Jug 10L
G000000363          ,Milton Water Jug 5L
G000000364          ,Mini Mental State Examination
G000000365          ,MK 2 Fresh 5L
G000000366          ,MK 5 Cleaner 5L
G000000367          ,MLC History Sheet
G000000368          ,MLC Notification
G000000369          ,MLC Register
G000000370          ,Modified Early Warning Score Form
G000000371          ,Modular System Ams 12L Drawer
G000000372          ,Mop Clip
G000000373          ,Mop Stic
G000000374          ,Mope Stand SS
G000000375          ,Mosquito Racket
G000000376          ,Mouse Pad
G000000377          ,MRD Checklist
G000000378          ,MRD File
G000000379          ,MRD Register
G000000380          ,MT Plastic Box 104 2x3
G000000381          ,MT Plastic Box 104 3x3
G000000382          ,MT Plastic Box 2
G000000383          ,MT Plastic Box 222
G000000384          ,MT Plastic Box 333
G000000385          ,MT Plastic Box 44
G000000386          ,MT Plastic Box 444
G000000387          ,MT Plastic Box 666
G000000388          ,MT Plastic Box Multi Function
G000000389          ,Multi Colour Papmlet
G000000390          ,Multi Diet Form
G000000391          ,Narcotic Prescription
G000000392          ,Narcotic Registerr For Pharmacy
G000000393          ,Narcotic Usage Register
G000000394          ,NCS/EMG Register
G000000395          ,NCV Consent
G000000396          ,Neck Excercise
G000000397          ,Nepthelin Ball
G000000398          ,Non MLC Consent
G000000399          ,Non Woven Bag 16x31
G000000400          ,Non Woven Bag Laminated With Hospital Logo
G000000401          ,Note Book 200 Page
G000000402          ,Note Book Big
G000000403          ,Note Pad
G000000404          ,Notice Board 1.5x2
G000000405          ,Notice Board 1x1.5
G000000406          ,Notice Board 2x3
G000000407          ,Notice Board 3 Leg Stand
G000000408          ,Notice Board 3x4
G000000409          ,Notice Board Pin
G000000410          ,Nuritional Broucher For Diet
G000000411          ,Nursing Admission Assessment
G000000412          ,Nursing Assingnment Register
G000000413          ,Nursing Patient Endorsement Register
G000000414          ,Nursing Progress Note
G000000415          ,Nursing Register
G000000416          ,Nutritional Broucher For Diet
G000000417          ,Nutritional Requirment Diet Chart
G000000418          ,Nutritional Screening Form
G000000419          ,Odonil
G000000420          ,OHP Marker
G000000421          ,OPD Feedback Form
G000000422          ,OPD Nutritional
G000000423          ,OPD Treatment Register
G000000424          ,Operation Record
G000000425          ,Operation/Procedure Billing Book 1+1+1
G000000426          ,Operative Note
G000000427          ,Original Document For Investigation
G000000428          ,OT And CT OT Dispatch Register
G000000429          ,OT Billing Register
G000000430          ,OT Booking And Clearance Register
G000000431          ,OT Booking Form
G000000432          ,OT Clearance Application 1+1
G000000433          ,OT Performa Register
G000000434          ,OT Register / CardiOThoracic Surgery Register 18x23
G000000435          ,OT Temperature Record
G000000436          ,Outgoing Gate Pass
G000000437          ,Outsource Register
G000000438          ,Oven Hot Air
G000000439          ,Pain Assessment Sheet
G000000440          ,Paper A/4
G000000441          ,Paper A/4 100 GSM
G000000442          ,Paper A/4 Green
G000000443          ,Paper A4 Green 90 GSM
G000000444          ,Paper Clip 3
G000000445          ,Paper Cup
G000000446          ,Paper Cup 210 ML Plain
G000000447          ,Paper Cup 250 ML Plain
G000000448          ,Paper Cutter
G000000449          ,Paper Napkin Soft 12x12
G000000450          ,Paper Tray Omega 1758UT
G000000451          ,Parforad Plastic Pad
G000000452          ,Pathology Report Plastic Envelope
G000000453          ,Patient Admission Form
G000000454          ,Patient Daily Data Sheet
G000000455          ,Patient Diet Feedback Form
G000000456          ,Patient Feedback Form (IPD)
G000000457          ,Patient Information For Ortho
G000000458          ,Patient Nutrition Food Consent
G000000459          ,Patient Re Assesment
G000000460          ,Patient Registration Form
G000000461          ,Patient Transfer Sheet
G000000462          ,Patients Right And Responsibility
G000000463          ,Pediatric Nutrition Assessment Form
G000000464          ,Pedstal Dustbin
G000000465          ,Pedstal Dustbin Big
G000000466          ,Pen
G000000467          ,Pen Drive
G000000468          ,Pencil
G000000469          ,Perfusion Data Sheet
G000000470          ,Permanent Marker
G000000471          ,PFT Register
G000000472          ,Pharmacy Colour Sticker
G000000473          ,Photo Glossy Paper 130 GSM
G000000474          ,Photo Glossy Paper 180 GSM
G000000475          ,Photo Glossy Paper 210 GSM
G000000476          ,Physiotheraphy Feedback Form
G000000477          ,Physiotheraphy Progress Note
G000000478          ,Physiotheraphy Register For IPD Patient
G000000479          ,Physiotheraphy Register For OPD Patient
G000000480          ,Physiotheraphy Requisition
G000000481          ,Physiotheraphy Treatment Consent
G000000482          ,Physiotherapy Treatment Card
G000000483          ,Plaster Cutting Scissor
G000000484          ,Plastic Button Folder
G000000485          ,Plastic Clip Board
G000000486          ,Plastic Dori For MRD
G000000487          ,Plastic Folder L
G000000488          ,Plastic HM Pouch
G000000489          ,Plastic Keychain
G000000490          ,Plastic Ring File Blue
G000000491          ,Plastic Ring File Gray
