"code","description"
00097,"1.Inj.MEXON Gold or Meaxon Plus one ampoule/IM/every alternate day - Total of 3 injections over a period of one week .
after that
Tab. Neurorexforte one tablet once daily after lunch for 2 months
---
Tab. UPRISE D3 60K one tablet once weekly after breakfast for 12 weeks and then once monthly for 8 months"
00098,"1.Inj.MEXON Gold or Meaxon Plus one ampoule/IM/every alternate day - Total of 3 injections over a period of one week . 
After that 2. Tab. Neurorexforte one tablet once daily after lunch for 2 months --- 
3.Tab. UPRISE D3 60K one tablet once weekly after breakfast for 12 weeks and then once monthly for 8 months 
--- 
4.Tab. Allegra 180 mgs - AS AND WHEN NEEDED FOR allergic reaction
maximum once a day."
00099,"1.Inj.MEXON Gold or Meaxon Plus one ampoule/IM/every alternate day - Total of 3 injections over a period of one week . 
After that Tab. Neurorexforte one tablet once daily after lunch for 2 months 
 --- 
Tab. UPRISE D3 60K one tablet once monthly after breakfast for 12 months"
00100,"1.1.Inj.MEXON Gold or Meaxon Plus one ampoule/IM/every alternate day - Total of 3 injections over a period of one week . 
After one month 
Tab. Neurorexforte one tablet once daily after lunch for 2 months 
--- 
Tab. UPRISE D3 60K one tablet once weekly after breakfast for 12 weeks and then once monthly for 8 months 
-- 
STOP ROZACT
START Rozact F 10/160 mgs one tablet once daily after dinner till review
--- 
Continue Glyciphage VG2 twice daily, Lupist DM once daily,Telma 40mgs 
and calcium supplements"
00101,"T. ELTROXINE 25MCG/12.5MCG ONCE DAILY ALTERNATE DAYS BEFORE FOOD IN MORNING.
 T. METOPROLOL 25MG ONCE DAILY IN THE MORNING AFTER BREAKFAST.
T. LEVOGEN ONCE DAILY BEFORE MEALS .
continue the T. Ibrutinib dose as discussed with the treating oncologist
Follow up with oncologist monthly
Regular blood pressure monitering and bp record to maintain and inform
nutritionist and psycologist counselling 
"
00102,"1. Cremadiet powder 2 spoonfulls -mix with water and drink for constipation Stop if any loose motions 

2. 1.Inj.MEXON Gold or Meaxon Plus one ampoule/IM/every alternate day - Total of 3 injections over a period of one week . after that Tab. Neurorexforte one tablet once daily after lunch for 2 months 
 --- 
3.Tab. UPRISE D3 60K one tablet once weekly after breakfast for 8 weeks and then once monthly for 10 months,"
00103,"Strict diet and regular exercise
Monitor sugars intermittently 
At least 45 min brisk walk / day 


Rx
Tab Dapanorm Trio 1-0-0 after food 
Tab Glizid M XR 60/500 0-0-1 after food
Tab Nexpro 40 1-0-0 before food x 1 week

Vitamins as prescribed by DR Bala 

"
00104,"INJ. FLUQUADRI 0.5 ML IM STAT ( AND THEN ANNUALY )
CONTINUE THE REST OF THE MEDICATIONS AS ADVISED
REVIEW WITH THE REPORTS"
00105,"INJ FLUQUADRI 0.5 ML IM STAT ( AND THEN ANNUALY )
CONTINUE THE REST OF THE MEDICATIONS 
REVIEW WITH THE REPORTS 

TO TAKE NUROKIND LC ONCE A DAY FOR 1 MONTH 
"
00106,"1. injection Meaxon gold 1 ampule intramuscularly on the buttock, take alternative day each time over the alternative buttock . 3 doses only.
2. tab. NEUROBION FORTE take one tablet after lunch for 30 days. 
3. SYRUP. DIGECAINE take 10ml daily 30minutes before food. for 30 days.
4. Tab. ROSULIP 20MG take one tablet after dinner at night for 30 days.
"
00107,"1. TAB. UPRISE D3 60K IU 
TAKE ONE TABLET AFTER FOOD WEEKLY ONCE FOR 8 WEEKS., THERE AFTER MONTHLY ONCE FOR 8 MONTHS.
Daily sunlight exposure for 20minutes."
00108,"1. INJECTION MEAXON GOLD
take one ampule intramuscularly over the Buttocks alternatively for 3 doses one dose per day over 1 week from a health care centre.
2. T. NEUROBION FORTE 
take one tablet after lunch for 1 month
3. T. ELTROXIN 50MCG
take one tablet before food in the morning for 6 weeks
4. T. QUOGRESS
take one tablet after food for 6 weeks

KEGEALS EXERCISES
ENT REFFRAL FOR DNS PROBLEM"
00109,"1. 1. INJECTION MEAXON GOLD take one ampule intramuscularly over the Buttocks alternatively for 3doses one dose per day over 1 week from a health care centre.
 2. T. NEUROBION FORTE take one tablet after lunch for 1 month.
3. T. QUOGRESS take one tablet after food for 1 month.
4. TAB. UPRISE D3 60K IU take one tablet after food weekly once for 8 weeks., there after monthly once for 8 months. Daily sunlight exposure for 20minutes."
00110,"1. 1. INJECTION MEAXON GOLD take one ampule intramuscularly over the Buttocks alternatively for 3 doses one dose per day over 1 week from a health care centre.
 2. T. NEUROBION FORTE take one
tablet after lunch for 1 month.
3. T. UPRISE D3 60K IU.,
take one tablet after food weekly once for 8 weeks and one tablet once a month for 8 months."
00111,"1. Syrup DIGECAINE
 take 10ml 40 minutes before food , twice a day for 15 days
2. Syrup CREMAFFIN 
Take 10ml after dinner for 15days"
00112,"1.T. UPRISE D3 60K IU., 
take one tablet after food weekly once for 8 weeks and one tablet once a month for 8 months.
2. CREMADIET powder
mix 2 tsp in 100ml milk and drink after dinner for 15 days
"
00113,Review with hormone and scan reports.
00114,"1. Iron Richdiet
2. Tab. Bandy plus - 2
one tablet tonight after dinner and one tablet after 2 weeks-Total 2 tablets only 
----------------------- 

1. 1.Inj.MEXON Gold or Meaxon Plus one ampoule/IM/every alternate day - Total of 3 injections over a period of one week . after that Tab. Neurorexforte one tablet once daily after lunch for 2 months 
--- 
Tab. UPRISE D3 60K one tablet once weekly after breakfast for 12 weeks and then once monthly for 8 months,"
00115,"1. T. UPRISE D3 60K iu ., take one tablet after food weekly once for 8 weeks. there after monthly once for 8 months.
2. T. FOL123 take one tablet after lunch."
00116,"1. Tab. Neurorexforte one tablet once daily after lunch for 3 months 
 --- 
Tab. UPRISE D3 60K one tablet once weekly after breakfast for 12 weeks and then once monthly for 8 months,"
00117,"1. 1. INJECTION MEAXON GOLD take one ampule intramuscularly over the Buttocks alternatively for 3 doses one dose per day over 1 week from a health care centre. 
2. T. NEUROBION FORTE take one tablet after lunch for 1 month.
3. T. UPRISE D3 60K iu ., take one tablet after food weekly once for 8 weeks. there after monthly once for 8 months. 
4. T. SPINFREE take one tablet after food twice a day for 3 days if vertigo episode arises.
5. EPLAYS MANEUVOUR exercises for vertigo.
"
00118,"1.Inj.MEXON Gold or Meaxon Plus one ampoule/IM/every alternate day - Total of 3 injections over a period of one week . after that Tab. Neurorexforte one tablet once daily after lunch for 2 months 
 --- 
Tab. UPRISE D3 60K one tablet once weekly after breakfast for 12 weeks and then once monthly for 8 months 
-- 
Tab.Ferrium XT or Livogen one tablet once daily 30 minutes before food for 2 months
Tab.Bandy Plus one tablet once today after dinner and then after 2 weeks -Total of 2 tablets only"
00119,"1. INJECTION MEAXON GOLD take one ampule intramuscularly over the Buttocks alternatively for 3 doses one dose per day over 1 week from a health care centre. 
2. T. NEUROBION FORTE take one tablet after lunch for 1 month
3. T. UPRISE D3 60K iu ., take one tablet after food weekly once for 8 weeks. there after monthly once for 8 months. 

"
00120,All tests to work
00121,Patient Education: Provide Vittal with information on the importance of medication adherence and lifestyle modifications. Offer resources for diabetes self-management.
00122,daily wash eyes with cold water twice a day
00123,Eye Infection
00124,wash eyes twice a day for one month
00125,wash eye everyday with cold water twice a time
00126,"1.Inj.MEXON Gold or Meaxon Plus one ampoule/IM/every alternate day - Total of 3 injections over a period of one week
2. Tab. UPRISE D3 60K one tablet once weekly after breakfast for 12 weeks and then once monthly for 8 months,"
00127,"1.Inj.MEXON Gold or Meaxon Plus one ampoule/IM/every alternate day - Total of 3 injections over a period of one week . after that Tab. Neurorexforte one tablet once daily after lunch for 2 months 
 --- 
Tab. UPRISE D3 60K one tablet once weekly after breakfast for 12 weeks and then once monthly for 8 months,"
00128,wash eye every day with cold water twice
00129,wash eye with cold water twice a day daily
00130,"continue Rosuvas medication 
-------------------------
1. Tab. Neurorexforte one tablet once daily after lunch for 2 months 
 --- 
2.Tab. UPRISE D3 60K one tablet once weekly after breakfast for 12 weeks and then once monthly for 8 months,"
00131,Follow the previous prescription
00132,Continue her regular medications and recheck Home Blood sugars / HbA1C as per Endocrinology review
00133,Continue the medications
00134,1. Reduce Phosphorus rich diet as explained to patient
00135,"1.Inj.MEXON Gold or Meaxon Plus one ampoule/IM/every alternate day - Total of 3 injections over a period of one week . after that Tab. Neurorexforte one tablet once daily after lunch for 2 months --- Tab. UPRISE D3 60K one tablet once weekly after breakfast for 12 weeks and then once monthly for 8 months, 
"
00136,"Continue with diet and exercise.
At least 45 min brisk walk // day 
Light weight training 
Can continue Yoga 


Tab Glycomet SR 500 mg 0-0-1 after food until review 
Tab Nexpro 40 1-0-0 before food x 1 week
Tab Thyronorm 50 mcg 1-0-0 empty stomach
"
00137,"Meds as below 
Recheck FBS,PPBS after 2 weeks
If Not settling will start basal inulin 

Rx

TAb Diamicron XR 60 1-1-1 30 min before food
Tab Sitagliptin 100 mg 1-0-0 after food
"
00138,"WEIGHT LOSS 
REGULAR EXERCISE
MENSTRUAL CALENDAR 
HEALTHY DIET 
REDUCE STRESS 


MEDICATIONS : 
1. TAB YASMIN DAILY ONCE AT BEDTIME AFTER DINNER FOR 21 DAYS(START ON DAY 3 OF PERIODS ) FOR 3 MONTHS
2. TAB A TO Z ONCE DAILY FOR 1 MONTH 
3. TAB CORRECTIA /APCOD OBIS ONCE A DAY FOR 3 MONTHS 
4. TAB THYRONORM 25MCG ONCE A DAY IN EMPTY STOMACH FOR 3 MONTHS"
00139,"1.Inj.MEXON Gold or Meaxon Plus one ampoule/IM/every alternate day - Total of 3 injections over a period of one week . after that Tab. Neurorexforte one tablet once daily after lunch for 2 months 
--- 
Tab. UPRISE D3 60K one tablet once weekly after breakfast for 12 weeks and then once monthly for 8 months,"
00140,"1.Tab. Fenolip or stanlip 145 mgs on tablet once daily after dinner for 2 months and review 

2..Inj.MEXON Gold or Meaxon Plus one ampoule/IM/every alternate day - Total of 3 injections over a period of one week . after that Tab. Neurorexforte one tablet once daily after lunch for 2 months 

3.Tab. UPRISE D3 60K one tablet once weekly after breakfast for 12 weeks and then once monthly for 8 months"
00141,"1. T. UPRISE D3 60K iu ., take one tablet after food weekly once for 8 weeks. there after monthly once for 8 months. 
2. T. QUOGRESS take one tablet after lunch for 30 days.
3. Diabetic medication as advised by our ENDOCRINOLOGIST
4. PHYSICAL TRAINING 
5. NUTRITIONIST ADVISE ON DIET CHART"
00142,"1.	Inj.Meaxon Gold or primecobal I.M/ one injection every alternate day for one week - Total of 3 injections 
2.Tab. UPRISE D3 60 K one tablet once weekly after breakfast for 12 weeks and then once monthly for the next 8 months 
3. Tab rosuvas 5 mg 0-0-1 * after food 
4. Tab Udapa M 10/500 1-0-0 after food 
5. Tab. ME-12 OD one tablet once daily after breakfast till review
"
00143,"1. T. FOL 123 
Take one tablet after lunch for 30 days 
2. continue the health supplements as already taking 
3. obsgynecologist opinion"
00144,"1.1.	Inj.Meaxon Gold or primecobal I.M/ one injection every alternate day for one week - Total of 3 injections 
and then Tab.Neurorexforte -one tablet once daily after lunch for 2 months
2.	Tab. UPRISE D3 60 K one tablet once weekly after breakfast for 12 weeks and then once monthly for the next 8 months 

"
00145,1. Tab.Livogen or Ferrium XT -one tablet once daily a 30 minutes after lunch for 3 months
00146,"1. INJECTION MEAXON GOLD take one ampule intramuscularly over the Buttocks alternatively for 3 doses one dose per day over 1 week from a health care centre. 
2. T. NEUROBION FORTE take one tablet after lunch for 1 month
3. T. UPRISE D3 60K iu ., take one tablet after food weekly once for 8 weeks. there after monthly once for 8 months. 
4. PHYSICAL TRAINING AND NUTRITIONIST CONSULTATION
5. DAILY SUNLIGHT EXPOSURE FOR 20 MINUTES
6. AVOID JUNK FOOD


"
00147,"1. INJECTION MEAXON GOLD take one ampule intramuscularly over the Buttocks alternatively for 3 doses one dose per day over 1 week from a health care centre. 
2. T. NEUROBION FORTE take one tablet after lunch for 1 month
3. T. UPRISE D3 60K iu ., take one tablet after food weekly once for 8 weeks. there after monthly once for 8 months. 
4. NASOWASH KIT., fill the device with the satchets provided in the kit and rinse the both nostrils one after another according to the instructions provided., do it regularly atleast once in two to three days.
5. T. MONTECK LC 10MG take one tablet after dinner during the rhinitis attack for 5 days.
 
"
00148,"1. INJECTION MEAXON GOLD take one ampule intramuscularly over the Buttocks alternatively for 3 doses one dose per day over 1 week from a health care centre. 
2. T. NEUROBION FORTE take one tablet after lunch for 1 month
3. T. UPRISE D3 60K iu ., take one tablet after food weekly once for 8 weeks. there after monthly once for 8 months. 
4. T. NAXDOM 250MG one tablet after food in case of headache.
6. Adequate hydration
5. Stress management
6. Obsgynecologist opinion
"
00149,"1.T. UPRISE D3 60K iu ., take one tablet after food weekly once for 8 weeks. there after monthly once for 8 months. 
2. PHYSICAL TRAINER TO BE EXPLAINED ABOUT THE CARDIAC CONDITION.
3. CBC shall be repeated again.
"
00150,"1. INJECTION MEAXON GOLD take one ampule intramuscularly over the Buttocks alternatively for 3 doses one dose per day over 1 week from a health care centre. 
2. T. NEUROBION FORTE take one tablet after lunch for 1 month
3. T. UPRISE D3 60K iu ., take one tablet after food weekly once for 8 weeks. there after monthly once for 8 months. 
4. REPEAT TSH LEVELS LATER 
5. PHYSICAL TRANIER TO BE AWARE OF THE ACL TEAR REPAIR SURGERY 4 MONTHS BACK
"
00151,"1. T. UPSURGE D3 60K iu ., take one tablet after food weekly once for 8 weeks. there after monthly once for 8 months. 
2. PHYSICAL TRAINING
3. NUTRITION AND LIFESTYLE MODIFICATION"
