"code","description"
00150,Rupture of Anterior Cruciate Ligament                                                               
00151,"Toxicity, food                                                                                      "
00152,Bursitis                                                                                            
00153,Heart failure                                                                                       
00154,Viral Infection                                                                                     
00155,Nontoxic Simple Goitre                                                                              
00156,Seronegative Spondyloarthropathy                                                                    
00157,Seronegative rheumatoid arthritis                                                                   
00158,Psoriatic Spondylitis                                                                               
00159,Osteo-articulary problem                                                                            
00160,Thyroid nodule                                                                                      
00161,Hypertensive Disorder                                                                               
00162,Allergic Urticaria                                                                                  
00163,Hypotension                                                                                         
00164,"Viral Warts, Unspecified                                                                            "
00165,Foot Pain                                                                                           
00166,tear of supraspinatus tendon                                                                        
00167,Juvenile Myoclonic Epilepsy                                                                         
00168,Generalised Osteoarthritis                                                                          
00169,Sarcoidosis                                                                                         
00170,"Seropositive rheumatoid arthritis, unspecified                                                      "
00171,Chronic Osteoarthritis                                                                              
00172,Systemic Lupus Erythematosus                                                                        
00173,Hemorrhoids                                                                                         
00174,Headache                                                                                            
00175,Chronic Lymphocytic Leukemia                                                                        
00176,left ventricular dysfunction                                                                        
00177,Well Woman Exam with Routine Gynecological Exam                                                     
00178,Polyarthritis                                                                                       
00179,Arthritis                                                                                           
00180,Cervical Spondylosis                                                                                
00181,Sacroiliac Joint Pain                                                                               
00182,Disorder of Connective Tissue                                                                       
00183,Seronegative Arthritis                                                                              
00184,primary Sjogren's syndrome                                                                          
00185,Rheumatoid Arteritis                                                                                
00186,Systemic Sclerosis                                                                                  
00187,Scleritis                                                                                           
00188,Disorder of Vocal Cord                                                                              
00189,Vasculitis                                                                                          
00190,Arthritis due to Viral Infection                                                                    
00191,Crohn's Disease of Small Intestine                                                                  
00192,Osteoarthrosis                                                                                      
00193,Acute Immunologic Urticaria                                                                         
00194,Complex Regional Pain Syndrome                                                                      
00195,Mitral Valve Prolapse                                                                               
00196,Sprain of Knee                                                                                      
00197,Soft tissue injury                                                                                  
00198,Charcot's arthropathy                                                                               
00199,Traumatic injury                                                                                    
00200,Status Post Arthrodesis                                                                             
00201,Ankle sprain or strain                                                                              
00202,Charcot's Syndrome                                                                                  
00203,systemic lupus erythematosus with organ or system involvement                                       
00204,Post-Infective Arthritis                                                                            
00205,Well Woman Exam                                                                                     
00206,Unspecified Scleritis                                                                               
00207,Lupus Panniculitis                                                                                  
00208,Psoriasis with Arthropathy                                                                          
00209,Fibromyalgia                                                                                        
00210,Lactose Intolerance                                                                                 
00211,Ankylosing Spondylitis                                                                              
00212,Hypopyon                                                                                            
00213,Spondylosis                                                                                         
00214,Osteoarthritis of Knee                                                                              
00215,Nausea Alone                                                                                        
00216,Pre-hypertension                                                                                    
00217,Osteoporosis                                                                                        
00218,Sinusitis                                                                                           
00219,Gout                                                                                                
00220,Plantar Fasciitis                                                                                   
00221,Neuropathy                                                                                          
00222,diabetic peripheral neuropathy                                                                      
00223,Dengue                                                                                              
00224,Pre Diabetes                                                                                        
00225,Dyslipidaemia                                                                                       
00226,Pregnant                                                                                            
00227,Pituitary  Apoplexy                                                                                 
00228,Panhypopituitarism                                                                                  
00229,Anxiety                                                                                             
00230,Psoriasis                                                                                           
00231,Low normal Vitamin D                                                                                
00232,Vitamin B12 deficeincy                                                                              
00233,CKD                                                                                                 
00234,Renal Donor                                                                                         
00235,Sheehan's Syndrome                                                                                  
00236,Hypogonadotrophic Hypogonadism                                                                      
00237,Partial Empty Sella                                                                                 
00238,Mitral valve prolapse-Mild                                                                          
00239,Low Normal Vitamin D level                                                                          
00240,iRRITABLE BOWEL                                                                                     
00241,Obesity Vitamin D  Low normal Vitamin B12                                                           
00242,OBESITY at 24.16                                                                                    
00243,Low normal Vitamin B12                                                                              
00244,Vitamin D deficeincy                                                                                
00245,Hypertriglyceridaemia                                                                               
00246,Depression                                                                                          
00247,Severe AS                                                                                           
00248,PCI done                                                                                            
00249,Urosepsis                                                                                           
00250,Morbid Obesity  Well controlled D.M                                                                 
00251,well controlled Hypertension                                                                        
00252,Renal calculus in past Grade1 fatty liver in past                                                   
00253,Umbilical Hernia                                                                                    
00254,High Normal BMI                                                                                     
00255,Diabetes mellitus -Poorly Controlled                                                                
00256,Poorly controlled Hypothyroidism                                                                    
00257,? Vitamin Deficeincies                                                                              
00258,REACTIVE ARTHRITIS                                                                                  
00259,Vitamin B12 and D deficiency                                                                        
00260,Mild decreased function of kidney- ? cause                                                          
00261,Poorly Controlled D.M                                                                               
00262,SPONDYLOARHTRITIS                                                                                   
00263,Abnormal uterine bleeding                                                                           
00264,SYSTEMIC SCELROSIS + SJOGRENS SYNDROME                                                              
00265,Adenomyosis                                                                                         
00266,PANOPTHALMITIS WITH CORNEAL MELT                                                                    
00267,LEFT KNEE MONO ARTHRITIS                                                                            
00268,mmmmm                                                                                               
00269,MECHANICAL PAIN                                                                                     
00270,Oligo teratozoospermia                                                                              
00271,Varicose Veins                                                                                      
00272,Haemodyalisis                                                                                       
00273,Hyperuricaemia                                                                                      
00274,Vitamin B12 deficiency                                                                              
00275,Low normal Vitamin D levels                                                                         
00276,Grade 2 fatty liver with normal LFTS                                                                
00277,Mild raise in Hgb -? smoking                                                                        
00278,GERD                                                                                                
00279,Ischaemic Heart Disease                                                                             
00280,Insulin Resistance                                                                                  
00281,C3-C4 slipped disc                                                                                  
00282,Cervical kyphosis                                                                                   
00283,Cervical canal stenosis                                                                             
00284,Thymectomy                                                                                          
00285,Obesity - lost about 2kgs                                                                           
00286,Fatty liver on USG                                                                                  
00287,Abdominal wall - abnormality in USG                                                                 
00288,changes  in ECG-? Ischaemia                                                                         
00289,Mild Dyslipidaemia                                                                                  
00290,Renal Calculi                                                                                       
00291,MSU -leuco and RBC +                                                                                
00292,Pre-Diabetes                                                                                        
00293,Hypertriglyceridemia                                                                                
00294,Vitamin b & D deficiency                                                                            
00295,Mild Anemia- with no acute bleeding symptoms                                                        
00296,Blood pressure -Not recorded in the last one year                                                   
00297,Mildly raised BMI  Vitamin D and B12 deficiency                                                     
00298,Mildly raised BMI                                                                                   
00299,Vitamin D and B12 Deficiency                                                                        
00300,Blood pressure -not known                                                                           
00301,Frozen Shoulder                                                                                     
00302,Grade 3 fatty liver                                                                                 
00303,sinus Tachycardia                                                                                   
00304,Mild Dyslipidemia                                                                                   
00305,Low Normal B.P                                                                                      
00306,Post Viral arthralgia -Dengue with likely co-infec                                                  
00307,"other previous illness- DM, dyslipidaemia,obseity                                                   "
00308,Iron Deficiency Anaemia                                                                             
00309,Likely LRTI-Day 3                                                                                   
00310,Rt  2 nd toe -? calcium deposits                                                                    
00311,Mild transaminites- Mild raised GGT-? sec to alcoh                                                  
00312,HYPERTENSIONN                                                                                       
00313,CVA                                                                                                 
00314,Retinopathy                                                                                         
00315,Likely Viral illness induced rash                                                                   
00316,Likely Irritable bowel                                                                              
00317,Papillary Ca Thyroid                                                                                
00318,Microcytic Anemia- likely Iron Deficiency                                                           
00319,Sub clinical Hypothyroidism                                                                         
00320,MECHANICAL KNEE PAIN                                                                                
00321,Microcytic anemia-Likely Iron -                                                                     
00322,Moderately controlled Hypothyroidism                                                                
00323,CONTRACTURES OF FLEXOR TENDONS OF HAND                                                              
00324,WRIST GANGLION CYST                                                                                 
00325,SJOGREN SYNDROME WITH ITP SEVERE THROMBOCYTOPENIA                                                   
00326,Hyponatraemia                                                                                       
00327,Sciatica                                                                                            
00328,Post Viral arthralgia- slowly resolving-                                                            
00329,other Previous illness                                                                              
00330,Viral illness- Post Viral arthralgia                                                                
00331,Mild Over weight                                                                                    
00332,Bronchial Asthma                                                                                    
00333,Likely Haemangiomas in Liver on USG                                                                 
00334,birads 3 on breast USG                                                                              
00335,Renal calculus on Right Kidney                                                                      
00336,BPH                                                                                                 
00337,CABG                                                                                                
00338,OBESITY -High BMI at 30.6                                                                           
00339,Newly Diagnosed Diabetes mellitus -HbA1C at 8.5                                                     
00340,Vitamin B12 & D deficeincy                                                                          
00341,Likely Dry eyes                                                                                     
00342,UTI                                                                                                 
00343,Cardiomyopathy                                                                                      
00344,Severe Vitamin B12 deficiency                                                                       
00345,Low BMI                                                                                             
00346,Moderately controlled Dyslipidaemia                                                                 
00347,Hypoadrenalism sec to exogenous steroids                                                            
00348,physically fit                                                                                      
00349,LADA                                                                                                
00350,Hypogonadism                                                                                        
00351,Angioiedema                                                                                         
00352,HOCM                                                                                                
00353,Grade 1 fatty liver                                                                                 
00354,Grade 2 fatty liver on USG                                                                          
00355,Prostatomegaly- No significant symptoms                                                             
00356,Dementia                                                                                            
00357,Fatty liver -Grade 1                                                                                
00358,Gall bladder Polyp on USG                                                                           
00359,High BMI                                                                                            
00360,Dyslipidemia-Moderately controlled                                                                  
00361,Low normal Vitamin B12 levels                                                                       
00362,Grade 1 fatty liver on USG                                                                          
00363,Cutaneous Vasculitis                                                                                
00364,Cor Pulmonale                                                                                       
00365,CCF                                                                                                 
00366,? Achilles tendonitis                                                                               
00367,S/P VSD CLOSURE DONE IN 2019                                                                        
00368,POST MENOPAUSAL SPOTTING WITH THICK ENDOMETRIUM                                                     
00369,Thalassemia Trait                                                                                   
00370,?PCOD                                                                                               
00371,IDIOPATHIC INTRCRANIAL HYPERTENSION                                                                 
00372,? IDIOPATHIC INTRACRANIAL HYPERTENSION                                                              
00373,Well controlled Diabetes mellitus                                                                   
00374,Mildly High BMI at 25.7                                                                             
00375,Obesity BMI at 29.7                                                                                 
00376,Pre Diabetes at 5.7                                                                                 
00377,"UTI-Pus cells, Lecu ++                                                                              "
00378,Normocytic Anaemia-No active bleeding                                                               
00379,Likely UTI on MSU but Nil symptoms                                                                  
00380,Diabetes-Poorly controlled                                                                          
00381,Stress                                                                                              
00382,Likely UTI                                                                                          
00383,Likely URTI- Viral +/- Allergy                                                                      
00384,SUSPECTED SJOGRENS SYNDROME                                                                         
00385,LUMBAR SPONDYLOSIS                                                                                  
00386,"Microcytic Anaemia -? Iron , Rule out Thalassemia                                                   "
00387,Raised Triglycerides-Mildly                                                                         
00388,"AUTOIMMUNE SCLERITIS , ANA - LOW TITRE POSITIVE                                                     "
00389,"TENOSYNOVITIS,                                                                                      "
00390,JOINT HYPER MOBILITY SYNDROME                                                                       
00391,SERO NEGATIVE RA                                                                                    
00392,TO RULE HEMOPATHIC MALIGNANCIES                                                                     
00393,ENTHESITIS                                                                                          
00394,SUSPICION OF PARANEOPLASTIC MANIFESTATIONS                                                          
00395,PSORIATIC ARTHRITIS                                                                                 
00396,OSA                                                                                                 
00397,Autoimmune Urticaria                                                                                
00398,Cellulitis -Recurrence                                                                              
00399,Hypoadrenalism                                                                                      
00400,Chest pain-Rule out Cardiac cause Stress                                                            
00401,Premature Ovaria Failure                                                                            
00402,Well controlled D.M  Well controlled Hypertension                                                   
00403,POST VIRAL ARTHRITIS                                                                                
00404,Ca Prostate                                                                                         
00405,POORLY CONTROLLED D.M - compliance with medication                                                  
00406,Transaminites- ? Fatty liver                                                                        
00407,Pains secondary to MSK/Vitamin Deficiency                                                           
00408,Likely Irritable Bowel/ ? cause Stress Past h/o                                                     
00409,Pyoderma Gangrenosum                                                                                
00410,Symptoms- ? Likely Vitamin B12 Deficiency/? cause                                                   
00411,ECG-Iscahemic changes-                                                                              
00412,ST segement elevation MI                                                                            
00413,Acute Febrile Illness - Day 6 likely Chikungunya                                                    
00414,Sjogrens Syndrome                                                                                   
00415,Mildly Raised Haemoglobin                                                                           
00416,TIA                                                                                                 
00417,BPH with mild symptoms                                                                              
00418,Past illness                                                                                        
00419,Ac pharyngitis                                                                                      
00420,dermographism                                                                                       
00421,Gall stones                                                                                         
00422,Weight Loss                                                                                         
00423,Chest pain-Likely MSK + Gastritis Rule out Cardiac                                                  
00424,Previous Pyelonephritis                                                                             
00425,Iron Deficiency Anemia                                                                              
00426,Grade 2 fatty liver on ECG with normal LFTs                                                         
00427,Microcytic Anaemia-Iron deficiency anemia                                                           
00428,Likely resolving Viral infection Apthous ulcers                                                     
00429,Rash-Fungal with superadded bacterial infection                                                     
00430,Hypertension -but now BP on lower side                                                              
00431,Post Viral myalgia                                                                                  
00432,Hepatitis B                                                                                         
00433,Likely Anxiety with/without low mood                                                                
00434,Previous illness as noted                                                                           
00435,Acute Febrile illness -day 6 - Dengue eqvivocal                                                     
00436,Cramps like secondary to above                                                                      
00437,Mild Hypertriglyceridaemia                                                                          
00438,Hyperandrogenism                                                                                    
00439,Recurrent UTI                                                                                       
00440,Acute febrile illness-? Viral Hepatitis/ secondary                                                  
00441,? Migraine                                                                                          
00442,? GERD                                                                                              
00443,? URTI                                                                                              
00444,DIAGNOSED AS SPONDYLOARTHRITIS                                                                      
00445,SLE LUPUS NEPHRITIS                                                                                 
00446,Hashimoto's                                                                                         
00447,DM                                                                                                  
00448,Planning pregnancy                                                                                  
00449,Primary Hyperparathyroidism                                                                         
00450,Moderate NPDR with DME                                                                              
00451,Nephropathy                                                                                         
00452,Cervical Disc - Sx done                                                                             
00453,Dyspepsia                                                                                           
00454,Pyelonephritis                                                                                      
00455,Galactorrhoea                                                                                       
00456,Glaucoma                                                                                            
00457,Chronic Liver Disease - No Varices                                                                  
00458,Reactive Hypoglycaemia                                                                              
00459,Albuminuria                                                                                         
00460,Eczema                                                                                              
00461,URTI                                                                                                
00462,Type 1 Diabetes                                                                                     
00463,Prev GDM                                                                                            
00464,Hypothyroidism in Pregnancy                                                                         
00465,PTCA - done                                                                                         
00466,Hyperthyroidism - In Remission                                                                      
00467,Thrombocytosis                                                                                      
00468,Menopausal                                                                                          
00469,RHEUMATOID ARTHRITIS ON LONG TERM AYURVEDIC RX                                                      
00470,SERO POSITIVE RHEUMATOID ARTHRITIS (RF - 51)                                                        
00471,Secondary Diabetes - Pancreatitis                                                                   
00472,Polycythaemia                                                                                       
00473,Subclinical Hyperthyroidism                                                                         
00474,Diabetic Foot                                                                                       
00475,Cellulitis                                                                                          
00476,Follicular Carcinoma Thyroid                                                                        
00477,Costochondritis                                                                                     
00478,Pancreatitis                                                                                        
00479,Type 2 DM - in remission                                                                            
00480,Pan-Hypopituitarism                                                                                 
00481,BPH - Sx Done                                                                                       
00482,Atrial Fibrillation                                                                                 
00483,UNDIFFERENTIATED ARTHRITIS                                                                          
00484,SPONDYLOARTHRITIS - AXIAL PREDOMINANT DISEASE                                                       
00485,DEQUERVAIN TENOSYNOVITIS                                                                            
00486,OSTEOARTHRITIS OF THE KNEE                                                                          
00487,RECURRENT ANT. INTERMEDIATE UVEITIS                                                                 
00488,SPONDYLOARTHRITIS - PSORIATIC ARTHRITIS                                                             
00489,Parkinsons's Disease                                                                                
00490,INFLAMMATORY ARTHRITIS                                                                              
00491,SERO NEGATIVE RHEUMATOID ARTHRITIS                                                                  
00492,NON HEALING ULCER - POSSIBLE VASCULITIS                                                             
00493,INFLAMMATORY POLYARTHRITIS                                                                          
00494,HIDRADENITIS SUPPURATIVA                                                                            
00495,UNDIFFERENTIATED SPONDYLOARTHRITIS                                                                  
00496,SPONDYLOARTHRITIS                                                                                   
00497,SERO POSITIVE RHEUMATOID ARTHRITIS                                                                  
00498,B/L OSTEOARTHRITIS                                                                                  
00499,Adenomyosis with poly menorrhea                                                                     
00500,CHRONIC KIDNEY DISEASE                                                                              
00501,MILD MYOSITIS                                                                                       
00502,Angiodysplasia                                                                                      
00503,RT Frontal Calcified Granuloma                                                                      
00504,Hyperthyr                                                                                           
00505,Intolerant of SGLT2i                                                                                
00506,Ca Colon                                                                                            
00507,Fungal Rash- Candida                                                                                
00508,PALLINDROMIC ARTHRITIS                                                                              
00509,SERO NEGATIVE RA/ PSA                                                                               
00510,LEFT ANKLE MONO-ARTHRITIS (RF-82)                                                                   
00511,Viral Illness                                                                                       
00512,ASYMPTOMATIC ANA+  planning for pregnancy                                                           
00513,Likely ITP                                                                                          
00514,ERYTHEMA NODOSUM  PSORIASIS + PLANTAR FASCITIS                                                      
00515,CUTANIOUSNVASCULITIS + EN                                                                           
00516,Hypertension- ? Control -On medication High BMI                                                     
00517,Schizopohrenia                                                                                      
00518,Dyslipidemia on medication- Controlled                                                              
00519,High normal BMI MSU- leucocyte +ve Nil symptoms                                                     
00520,Adeno ca Rectum                                                                                     
00521,well child for vaccination                                                                          
00522,Mild Hydronephrosis  with normal Kidney function                                                    
00523,Mildly raised WCC with no symptoms of infection                                                     
00524,well Controlled Dyslipidemia                                                                        
00525,High Normal Vitamin D levels                                                                        
00526,Total Knee Replacement - Bilateral                                                                  
00527,BPPV                                                                                                
00528,Others as before                                                                                    
00529,Hypoparathyroidism                                                                                  
00530,Thyroidectomy for MNG                                                                               
00531,Hypertension- Conc LVH noted on Echo                                                                
00532,Mild anemia-Nil  symptoms                                                                           
00533,High BP in mornings -Reactive- Poor sleep                                                           
00534,Prostatmegaly with nocturia                                                                         
00535,Diabetes mellitus - good control ( on FBS and PPBS                                                  
00536,Other Previous diagnosis                                                                            
00537,RAI done                                                                                            
00538,CHRONIC ANTERIOR TALO FIBULAR LIGAMENT SPRAIN                                                       
00539,TKR                                                                                                 
00540,Post Natal                                                                                          
00541,Idiopathic Intracranial Hypertension - Shunt in si                                                  
00542,? Irritable Bowel                                                                                   
00543,Paroxysmal Arrythmia                                                                                
00544,URTI ? viral infection                                                                              
00545,Hyperthyroid- Poor control secondary to Poor compl                                                  
00546,Vitamin B12 deficiency- but had injections after r                                                  
00547,Mild raised BMI                                                                                     
00548,Mild raise in ESR                                                                                   
00549,Migraines                                                                                           
00550,Low Iron levels but Normal Hgb                                                                      
00551,Diabetes mellitus-Poorly controlled                                                                 
00552,High BMI AT 27                                                                                      
00553,RHEUMATOID ARTHRITIS - ANTI CCP > 200                                                               
00554,ADULT-ONSET STILL'S DISEASE                                                                         
00555,SJOGREN'S SYNDROME                                                                                  
00556,Hypothyroidism-Uncontrolled - dose adjusted recent                                                  
00557,Microcytic Anemia -secondary to ? Menor                                                             
00558,MSU -likely UTI but no symptoms                                                                     
00559,Pharyngitis -likely Viral with or without allergy                                                   
00560,Dyslipidaemia-LDL at 153                                                                            
00561,Mild Hyponatreamia ? Double purification of water                                                   
00562,Poorly controlled D.M - med compliance                                                              
00563,Mild Hyponatreamia- ?sec to double purification                                                     
00564,Mildly raised platlets                                                                              
00565,DIABETIC NEPHROPATHY                                                                                
00566,Likely MSK back apin                                                                                
00567,Likely MSK back pain                                                                                
00568,? DIABETIC NEPHROPATHY - FLUID OVERLOAD STATE                                                       
00569,GRANULOMATIS PANUVEITIS  AGRESSIVE DISEASE                                                          
00570,HLA B 52 +                                                                                          
00571,MECHANICAL BACK PAIN                                                                                
00572,LONG STANDING RA                                                                                    
00573,SLE - DLE LESION = HEMATOLOGICAL - LEUOPENIA -                                                      
00574,undifferentiated connective tissue disorder                                                         
00575,AVN - Hip                                                                                           
00576,Trigeminal Neuralgia                                                                                
00577,Hyperthyroid                                                                                        
00578,Valve replacement - Metal                                                                           
00579,? ACUTE GASTRITIS                                                                                   
00580,ACUTE PHARYNGITIS                                                                                   
00581,ACUTE GASTRITIS                                                                                     
00582,CAD                                                                                                 
00583,Mild Microcytic Anaemia                                                                             
00584,Dyslipidaemia -controlled                                                                           
00585,GERD-                                                                                               
00586,Low normal Vitamin B12 and D                                                                        
00587,Diabetes mellitus - good control based on FBS and                                                   
00588,Hypothyroid -Moderate control                                                                       
00589,Diabetes mellitus -Moderately controlled                                                            
00590,Ca Pancreas                                                                                         
00591,PTCA                                                                                                
00592,Symptoms secondary to ? GERD/? Thyroid/Viral                                                        
00593,Diabetes -? control                                                                                 
00594,Dengue illness -Day 6/7                                                                             
00595,Thrombocytopaenia and Mild Transaminites                                                            
00596,Acute febrile illness day 1 -? LRTI -Viral/allergy                                                  
00597,?? Dengue illness                                                                                   
00598,Acute Febrile illness Day                                                                           
00599,Likely Viral illness -needs to rule out Dengue                                                      
00600,Acute febrile illness day 2/3 -likely viral                                                         
00601,?? Dengue                                                                                           
00602,Hypertension- well controlled on medication                                                         
00603,Pre -Diabetes                                                                                       
00604,Mild Hyponatraemia                                                                                  
00605,Diabetic Neuropathy                                                                                 
00606,Hypertension -well controlled                                                                       
00607,Dyslipidemia -overtly controlled                                                                    
00608,"Diabetes, Type 2 in Remission                                                                       "
00609,Diabetes mellitus -Poorly controlled -compliance i                                                  
00610,Vitamin B12 and D deficeincy                                                                        
00611,Anaemia -?  diet related                                                                            
00612,Dyslipidaemia on medication                                                                         
00613,Likely Viral infection ? Allergy                                                                    
00614,Urinary incontinence                                                                                
00615,Likely GERD                                                                                         
00616,OA                                                                                                  
00617,Low normal BMI                                                                                      
00618,Jaundice                                                                                            
00619,Acute febrile illness 3 day- likely viral                                                           
00620,Dengue like illness                                                                                 
00621,Acute febrile illness Day 3- Dengue like illness                                                    
00622,Microcytic Anaemia                                                                                  
00623,Dyslipidemia on medication                                                                          
00624,Grade 2 fatty liver                                                                                 
00625,Hypertension-?                                                                                      
00626,Vitamin D and B12 deficeincy                                                                        
00627,Acute febrile illness -Day 2- likely Viral                                                          
00628,IRRITABLE BOWEL SYNDROME                                                                            
00629,? Paroxysmal arrhythmia                                                                             
00630,diabetes mellitus type 2  hypothyroidism                                                            
00631,? Vitamin D deficiency                                                                              
00632,well controlled D.M                                                                                 
00633,Planning for Pregnancy                                                                              
00634,Bipolar Disorder                                                                                    
00635,GENERALIZED OSTEOARTHRITIS                                                                          
00636,SPODYLOARTHRITIS-AXIAL DISEASE                                                                      
00637,OSTEOARHTRITIS OF THE KNEE                                                                          
00638,Persisting Thromocytopaenia- no further drop                                                        
00639,Psychosis                                                                                           
00640,MSK pains                                                                                           
00641,juvenile myoclonic epilepsy hypothyroidism                                                          
00642,depression/ ADHD/ allergies                                                                         
00643,Type 2 DM                                                                                           
00644,B/L KNEE OA - TKR DONE - LEFT HIP REPLACEMENT DONE                                                  
00645,DM + HTN + OSTEOPOROSIS                                                                             
00646,INFLAMMATORY LUNG DISEASE                                                                           
00647,INTERSTITIAL LUNG DISEASE                                                                           
