"code","description"
00353,AS and When needed for severe pains. Maximum two times a day after food.Consult Dr if using more than 2 days
00354,ONE INJECTION /IM/every alternate day over a period of one week
00355,"16UNITS AFTER FOOD 10PM AT NIGHT, AS DIRECTED"
00356,10 ml as and when needed for burning sensation in throat.Maximum twice daily
00357,Gargle twice daily  after food
00358,To start after  a week
00359,OVER THE BUTTOCK ONCE 
00360,ALTERNATIVE DAY
00361,"IM OVER THE BUTTOCK.,
 ONCE A WEEK"
00362,Empty stomach
00363,Mix one tablet in a glass of water and drink three times a day
00364,take one tablet as and when needed for HIGH fever.Maximum two tablets a day for not more than 2 days
00365,Take one tablet once daily on empty stomach atleast  30 minutes before breakfast
00366,One injection/IM/every alternate day over a period of one week
00367,Monday to friday
00368,Saturday and sunday
00369,IM/ stat/ every alternate day over a period of 1 week
00370,After 10 weeks one tablet once monthly  for 8 monthly 
00371,one tablet once a day 30 minutes before or after food.
00372,30MIN BEFORE FOOD
00373,10MIN BEFORE FOOD
00374,10ML IN 100ML WATER
00375,As and when needed for nausea/vomiting.Maximum three a day
00376,5MIN BEFORE FOOD
00377,one tablet once daily on empty stomach 30 minutes before breakfast
00378,ONE INJECTION/IM 
00379,Start this medication one week after taking Glycomet 500 mgs
00380,I.M/one injection alternate day 
00381,I.M / Every alternate day - Total of 2 injections over  one week
00382,one capsule before breakfast as and when needed for Gastritis
00383,2 days a week
00384,ONE INJECTION EVERY ALTERNATE DAY/IM/ Total 6 injections over a period of 2 weeks
00385,Mix one tablet in a glass of water and drink
00386,IM OVER THE BUTTOCK FROM A HEALTH CENTER
00387,Mix 2 spoonfuls with water or milk and drink
00388,IM/every alternate day/ TOTAL 6 injections over a period of 2 weeks
00389,LOCALLY OVER GENITAL AREA
00390,1gm in 250 ml of Normal saline  over a period of 1 hour
00391,STOP if any Loose motions
00392,"one tablet once daily 30 minutes before breakfast from Monday to saturday.
Stop on SUNDAY"
00393,EVERY TUESDAY
00394,3ML ONEC WEEKLY FOR 8 WEEKS
00395,Apply over the rash twice daily for 5 days
00396,2 Puffs twice daily for 10 days and then one puff twice daily for 5 days and stop
00397,Twice weekly
00398,one tablet tonight after dinner and one tablet after 1 week.
00399,"WEEKLY ONCE FOR 8 WEEKS ., THERE AFTER MONTHLY ONCE FOR 8 MONTHS."
00400,BEFORE BREAKFAST AND DINNER
00401,At 8 PM
00402,One tablet two times a day 30 minutes after food 
00403,IM/ one injection only/ stat
00404,Start tablets after injection
00405,one tablet as and when needed for Severe stress. Maximum two tablets a day
00406,"one tablet as and when needed for Headache, Maximum thrice a day"
00407,Monthly once
00408,IM/Alternate days/Total of 8 injections over 2 weeks
00409,ONE TABLET AS AND WHEN NEEDED FOR Headache
00410,ONE TABLET AS AND WHEN Needed for Headache.Maximum thrice daily
00411,Empty stomach - 5 days a week
00412,one tablet once a day 30 minutes before food from Monday to Saturday and two tablets on Sunday
00413,Start after 1 month
00414,one tablet as and when needed for severe joint pain. Maximum three times a day
00415,After 3 days one tablet as and when needed for pain after food. Maximum twice daily
00416,"if BP > 160/90 ,then add one tablet once a day"
00417,"one tablet as and when needed for severe pain.
Maximum three tablets a day"
00418,After 12 weeks one tablet once monthly for next 8 months
00419,IM/one injection every alternate day/ Total of 3 injections
00420,IM/ one every alternate day / Total 6 injections
00421,Once Weekly x 4 weeks - Then 1  every 3 month
00422,SOS for headache
00423,"MIX IN 100ML SUGAR LESS ., SLIMMED., LOW FAT MILK /WATER"
00424,two tablets one week apart
00425,IM OVER THE BUTTOCK
00426,As advised for severe anxiety -Total 5 tablets
00427,weekly once. then monthly 
00428,start one week after the injection
00429,One tablet as and when needed for nausea /vomiting. Maximum two a day
00430,Stop if any loose motions
00431,One injection only/IM
00432,Start cap.UPRISE D3 treatment one month after Inj Architol 
00433,As and when needed for severe anxiety. Maximum two tablets a day
00434,At 10 PM
00435,about 5 min before food 
00436,"on an empty stomach , wait half an hour before taking any food "
00437,One tablet today after dinner and another tablet after 1 week. Total 2 tablets only
00438,For Short Synachthen Test 
00439,"IM OVER THE BUTTOCKS., ALTERNATIVE DAY, FROM HEALTH CARE CENTER"
00440,CHEW AFTER FOOD 
00441,5ml  60 minutes before food
00442,one tablet as and when needed for sever pain. Maximum three tablets a day
00443,Apply four times a day for one week
00444,At night after dinner
00445,20 minutes before breakfast
00446,SOS when pain abdomen. Max 2 tablets/day
00447,"one tablet  as and when needed for Headaches, fever, body pains. Maximum three tablets a day"
00448,Only when on steroids
00449,Empty stomach - 2 days a week
00450,"one tablet as and when needed for severe pain, high fever. Maximum two tablets a day after food"
00451,"One tablet as and when needed for pain, Maximum three times a day"
00452,Apply as and when needed for area of pain. Maximum three times a day
00453,Start taking it if BP > 140/90
