"code","description"
00091,regular alcohol
00092,Chronic Constipation
00093,Low water intake
00094,H/O SMOKING 7-8 CIGERATES PER DAY
00095,sleeping 5-6hrs a day
00096,Water intake 12-15 LITRE per day
00097,not on any physical exercise
00098,NOT ON ANY PHYSICAL ACTIVITY
00099,Sleep 4-5 hours a day
00100,Eggitarian
00101,Water intake 7-8 litres per day
00102,USED TO CONSUME ALCOHOL OCCANILLY AROUND 1.5 YEARS
00103,ALCOHOL OCCANALLY 1-2 PEGS OF WHISKEY
00104,Tobacco chewer
00105,Less water intake.
00106,develops constipation occassionally
00107,Habit of chewing Betel leaves.
00108,Habit of taking betel & tobacco.
00109,Disturbed sleep associated with frequent urination
00110,Less physical activity.
00111,Inactive from past month
00112,Anxiety
00113,Frequent urination
00114,Not having proper meals
00115,Physically less active.
00116,Habit of betel leaves chewing.
00117,Difficulty in falling asleep.
00118,Non vegetarian but prefers vegetarian
00119,Started with therapeutic yoga
00120,From past 3 year not taken alcohol because of GERD
00121,Ulcer
00122,loose stools
00123,skipping of meals
00124,Increased appetite
00125,"Stopped alcohol intake before 2years, occasional"
00126,Binge drinker
00127,Constipation since 1 week
00128,gut issues
00129,Weight loss 11 kg since 3 months
00130,Disturbed sleep because of baby
00131,Drinking 15 days once
00132,Craving for sweets
00133,Less Physically active.
00134,gastritis
00135,Snoring
00136,Stomach upset
00137,ibs
00138,Stress
00139,"Weekness,Can't walk more because of lowerlimb pain"
00140,Ex-smoker
00141,Nil alcohol
00142,IT professionals
00143,Occassional alcohol intake
00144,Nil exercise
00145,"Desk Job, IT"
00146,Diarrehea
00147,Tiredness since 1 month
00148,Vegan
00149,Chews pan masala
00150,Occasionally constipation
00151,Minimal exercise
00152,Ova Vegetarian
00153,Period cramps.
00154,reduced appetite.
00155,MIxed diet
00156,occassional exercise
00157,Mixed diet
00158,Neurogenic bladder
00159,Increased water intake
00160,frequent sweating.
00161,Knee pain
00162,Constipation
00163,Sometimes sleep disturbed
00164,Sleep is disturbed sometimes
00165,Frequent hypoglycemic symptom
00166,Occasional acidity
00167,Occasional disturbed sleep
00168,alcohol -once in 2weeks- minimal
00169,Never smoked
00170,No exercise
00171,Golf coach
00172,Headache
00173,Tiered eyes early morning
00174,"Burp after eating few foods like coconut,Wheat etc"
00175,Shoulder pain
00176,disturbed sleep
00177,Mixed diet
00178,Desk Job
00179,Does yoga
00180,Drinks 3-4 pegs of whiskey in a sitting
00181,Drinks 2-3 times a week
00182,Loose stools and 2-3 episodes per day since 4 year
00183,Reduced the exercises after the swelling
00184,Constipation since 8 days
00185,Water intake 1 Litre per day
00186,disturbed sleep
00187,Mixed diet
00188,Reduced physical activity
00189,Occasional alcohol intake
00190,"back, neck, knee, finger joint pain"
00191,Body pain- not able to sleep
00192,Constipation on and off
00193,Pain in leg
00194,Feet tingling sensation
00195,No habits
00196,Weekly 2 times Loose motion
00197,Quit alcohol and smoking
00198,Stress- HIgh
00199,eggetarian
00200,Walking 3-4 days a week for 45minutes
00201,Loose motion occassionally
00202,History of high stress level
00203,Alcohol intake- Daily 2-3 pegs
00204,Chronic Gastritis
00205,Sleep disturbance
00206,Constipation
00207,muscle cramps
00208,Reduced appetite
00209,Reduced appetrite
00210,Low water intake
00211,Constipation sometimes.
00212,IT Professional
00213,Does yoga
00214,Vegan
00215,Never Smoked
00216,Occasional alcohol
00217,Ex-smoker-used Cigars occasionally
00218,Desk Job
00219,Insomina
00220,Increased appetite
00221,sleep 3-4 hours  a day
00222,Leg cramp
00223,Desk Job
00224,Occasional Acidity - once a month
00225,Lactating mother
00226,Flatulence
00227,Thirsty
00228,Water restriction 1.5L- 2litres per day
00229,CONSTIPATION SINCE 6 MONTHS
00230,Regular exercise
00231,No physical activity
00232,No physical activity
00233,No physical activity
00234,smoking 3- cigarettes a week
00235,SMOKING
00236,Irregular bowel movements
00237,Regular exercise
00238,House wife
00239,H/O tonsillectomy
00240,K/C/O T2DM from 2018 after the first pregnancy
00241,K/C/O hypothyroidism and is in thyronorm 200 mcg
00242,Vegan
00243,Indigestion
00244,Quit alcohol 2 yrs back
00245,Quit alcohol
00246,disturbed sleep occassionally
00247,Sleep apnea
00248,Water 2LTS PER DAY
00249,Sleep apnea
00250,Night Sweet(Chocolate) cravings
00251,Eats food only once a day
00252,no physical activity
00253,Does'nt eat on time
00254,Less Water Intake
00255,No physical activity
00256,Minimal exercise
00257,Craving for junk foods
00258,Stress
00259,tiredness
00260,lack of sleep
00261,Less sleep sir.
00262,Appetite is less
00263,less physical activity
00264,mood swings
00265,Yoga 5 times a week
00266,APPETITE IS LESS
00267,Eggetarian
00268,Constipation.
00269,Trouble in falling sleep.
00270,Increased Appetite
00271,Constipation.
00272,Drinking weekly once
00273,Water 3-4 liters per day
00274,Inadequate water intake
00275,Less Appetite
00276,No physical activity
00277,Quit smoking 3 months back
00278,Trouble falling asleep
00279,sleeps more
00280,Occasional Smoking
00281,Chewing Tabbaco
00282,diarrhea
00283,NO Physical Activity
00284,Appetite is more
00285,Gastritis
00286,pan-daily
00287,difficulty to pass motion
00288,social alcohol drinking
00289,Sugar cravings
00290,Water intake is 1 Litre per day
00291,Sleep disturbance
00292,sleep disturbance.
00293,Stopped alcohol from past 3years.
00294,Stopped drinking alcohol from past 3years.
00295,EX-Tobacco chewing
00296,Ex-alcohol use
00297,Ex-smoker
00298,8th class student
00299,stopped drinking and smoking from last 4 months
00300,Disturbances in appetite
00301,Reduced appetite since 1 month
00302,11 th Grade
00303,Irregular Appetite
00304,Non smoker
00305,INADEQUATE WATER INTAKE
00306,No Physical Activity
00307,Excessive sleep
00308,Drinking everyday 2
00309,Drinking everyday 60ml
00310,Consuming alcohol daily.
00311,INCREASED APPETITE
00312,LOW APPETITE
00313,No smoking
00314,heart burn
00315,Reduced appetite.
00316,Unable to digest certain foods
